pair,i,sign,kz,wd,hour_ny,sweep_min,mss,t_mss,mss_in_hour,fvg,cls_60,depth_60,swept_60,ce_60,inval_60,target_60,h1_dir,h1_directional,race_ph,race_ext1,race_open,ret_before,ret_any,sweep_depth_atr
EURUSD,9779,-1,London,Thu,2,30,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,9780,-1,London,Thu,3,15,True,35.0,True,True,cont_no_retrace,0.38596491228092045,False,False,False,True,True,True,target,target,target,False,False,0.19389587073592257
EURUSD,9781,1,London,Thu,4,0,True,26.0,True,True,cont_no_retrace,0.20408163265299648,True,True,True,False,False,False,fail,fail,target,True,True,0.18733738074595327
EURUSD,9786,1,NY_AM,Thu,9,11,True,16.0,True,False,noFVG_cont,0.8662790697673532,False,False,False,True,True,False,target,neither,target,False,False,0.41558441558459835
EURUSD,9786,-1,NY_AM,Thu,9,16,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,9787,-1,NY_AM,Thu,10,6,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,9851,-1,London,Tue,2,0,True,2.0,True,True,cont_no_retrace,0.19999999999970394,True,True,True,False,False,False,fail,fail,target,True,True,0.01124648547336332
EURUSD,9852,-1,London,Tue,3,5,True,9.0,True,True,retrace_cont,1.3461538461533535,True,True,True,True,True,False,fail,fail,fail,True,True,0.14431082331170803
EURUSD,9853,1,London,Tue,4,0,True,21.0,True,True,cont_no_retrace,0.0,False,False,False,True,True,True,target,target,target,False,False,0.5925925925924239
EURUSD,9857,1,NY_AM,Tue,8,7,True,26.0,True,True,cont_no_retrace,0.33999999999989344,False,False,False,True,True,False,target,target,target,False,False,0.17281728172834293
EURUSD,9858,1,NY_AM,Tue,9,30,True,53.0,True,True,retrace_cont,0.40845070422521995,True,True,True,False,False,False,fail,fail,fail,True,True,1.3333333333332675
EURUSD,9859,1,NY_AM,Tue,10,2,True,6.0,True,True,cont_no_retrace,0.0963855421687585,True,True,True,False,False,False,fail,fail,target,True,True,0.26587132509578365
EURUSD,9875,1,London,Wed,2,0,True,50.0,True,True,cont_no_retrace,0.06666666666706142,True,True,True,False,True,False,fail,target,target,True,True,0.22966507177044584
EURUSD,9876,-1,London,Wed,3,1,True,27.0,True,True,cont_no_retrace,0.07407407407415022,True,True,True,True,True,False,target,target,target,False,True,0.4759806081975021
EURUSD,9877,-1,London,Wed,4,20,True,28.0,True,True,cont_no_retrace,0.21052631578965822,True,True,True,False,False,False,fail,fail,fail,True,True,0.1705908485117045
EURUSD,9881,1,NY_AM,Wed,8,0,True,24.0,True,True,retrace_cont,1.4666666666668147,True,True,True,False,False,False,fail,fail,fail,True,True,0.6651009863786755
EURUSD,9882,1,NY_AM,Wed,9,29,True,50.0,True,True,cont_no_retrace,0.2307692307690994,False,True,False,True,False,False,target,target,target,True,True,0.5189812590099007
EURUSD,9883,-1,NY_AM,Wed,10,3,True,41.0,True,True,retrace_cont,0.8333333333332452,False,True,True,True,False,False,target,target,target,True,True,1.406639004149474
EURUSD,9899,-1,London,Thu,2,0,True,39.0,True,True,retrace_cont,0.3913043478258351,True,True,True,False,False,False,fail,target,fail,True,True,0.5478135511773194
EURUSD,9900,-1,London,Thu,3,0,True,15.0,True,True,cont_no_retrace,0.21428571428557266,True,True,True,False,False,False,fail,fail,target,True,True,0.20411055988655663
EURUSD,9905,1,NY_AM,Thu,8,10,True,23.0,True,True,retrace_cont,0.26666666666686406,True,True,True,False,False,False,fail,fail,fail,True,True,0.887707641196045
EURUSD,9906,1,NY_AM,Thu,9,16,True,8.0,False,True,cont_no_retrace,0.12371134020609117,True,True,True,False,False,False,fail,fail,fail,True,True,1.3849113058345448
EURUSD,9907,1,NY_AM,Thu,10,0,True,8.0,True,True,cont_no_retrace,0.12371134020609117,True,True,True,False,False,False,fail,fail,target,True,True,0.03919967333609472
EURUSD,9971,-1,London,Tue,2,0,True,3.0,True,True,cont_no_retrace,-0.09523809523764208,True,True,True,False,True,False,fail,fail,target,True,True,0.015820698747456112
EURUSD,9972,1,London,Tue,3,0,True,38.0,True,True,cont_no_retrace,0.0937499999999241,False,False,False,True,False,False,target,target,target,False,False,0.7680633454306695
EURUSD,9973,-1,London,Tue,4,9,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,9977,1,NY_AM,Tue,8,0,True,47.0,True,True,cont_no_retrace,0.06000000000037303,False,False,False,True,True,False,target,target,target,False,False,0.4412102642666075
EURUSD,9978,-1,NY_AM,Tue,9,0,True,23.0,True,True,cont_no_retrace,0.29629629629660087,True,True,True,False,False,False,fail,target,fail,False,True,0.8454011741682129
EURUSD,9995,1,London,Wed,2,24,True,36.0,True,True,cont_no_retrace,0.20833333333302495,True,True,True,False,True,False,fail,fail,target,True,True,0.12717638152896868
EURUSD,9996,1,London,Wed,3,6,True,28.0,True,True,cont_no_retrace,0.017543859648849438,True,True,True,True,False,False,target,fail,target,True,True,0.48457142857155594
EURUSD,9997,1,London,Wed,4,21,False,,False,False,,,False,False,False,False,True,False,,,,False,False,
EURUSD,9997,-1,London,Wed,4,8,True,17.0,True,True,cont_no_retrace,0.10294117647060744,False,True,True,True,False,False,target,neither,target,False,True,0.07485380116945724
EURUSD,10001,-1,NY_AM,Wed,8,5,True,12.0,True,True,cont_no_retrace,0.22580645161292634,True,True,True,False,False,False,fail,target,target,True,True,0.36363636363643353
EURUSD,10002,-1,NY_AM,Wed,9,30,True,40.0,True,True,cont_no_retrace,0.2702702702702135,True,True,True,False,False,False,fail,fail,target,True,True,1.050505050505194
EURUSD,10003,-1,NY_AM,Wed,10,4,True,59.0,True,True,cont_no_retrace,0.010638297872292679,False,False,False,True,True,False,target,target,target,False,False,0.6334610472539839
EURUSD,10019,-1,London,Thu,2,8,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10020,-1,London,Thu,3,25,True,23.0,False,True,cont_no_retrace,0.13559322033909788,False,False,False,True,False,False,target,target,target,False,False,0.5243991260015879
EURUSD,10021,1,London,Thu,4,27,True,39.0,True,True,cont_no_retrace,0.35294117647071627,True,True,True,False,False,False,fail,fail,fail,True,True,0.23520871143374864
EURUSD,10021,-1,London,Thu,4,0,True,23.0,True,True,cont_no_retrace,0.13559322033909788,False,False,False,True,True,True,target,target,target,False,False,0.11324863883844291
EURUSD,10025,-1,NY_AM,Thu,8,0,True,15.0,True,True,cont_no_retrace,0.06451612903231582,True,True,True,False,False,False,fail,fail,target,True,True,0.38095238095240613
EURUSD,10026,1,NY_AM,Thu,9,30,True,44.0,True,True,cont_no_retrace,0.16363636363647863,True,True,True,False,False,False,fail,fail,target,True,True,0.8437810945274083
EURUSD,10026,-1,NY_AM,Thu,9,13,True,30.0,True,True,cont_no_retrace,0.2275132275132878,False,False,False,True,True,False,target,neither,target,False,False,0.3184079601991454
EURUSD,10027,1,NY_AM,Thu,10,18,True,25.0,True,True,cont_no_retrace,0.021978021977922767,True,True,True,False,False,False,fail,target,target,True,True,0.05360561582643076
EURUSD,10091,-1,London,Tue,2,0,True,4.0,True,False,noFVG_cont,0.22222222222139984,True,False,False,True,True,False,fail,target,target,False,False,0.03352891869229362
EURUSD,10092,1,London,Tue,3,0,True,20.0,True,True,retrace_cont,0.4193548387095157,True,True,True,False,False,False,fail,target,target,True,True,0.35550586920076205
EURUSD,10093,1,London,Tue,4,3,True,20.0,True,True,cont_no_retrace,0.10975609756087654,True,True,True,False,False,False,fail,fail,fail,True,True,1.304421289777505
EURUSD,10097,-1,NY_AM,Tue,8,5,True,32.0,True,True,cont_no_retrace,0.08139534883722882,False,False,False,True,True,False,target,neither,target,False,False,0.14642262895166833
EURUSD,10098,1,NY_AM,Tue,9,15,True,29.0,True,False,noFVG_cont,0.363636363636226,True,False,False,False,False,False,fail,fail,fail,False,False,0.22832291383532383
EURUSD,10115,1,London,Wed,2,1,True,35.0,True,False,noFVG_cont,0.4871794871793996,True,False,False,False,False,False,fail,fail,fail,False,False,0.35685131195335085
EURUSD,10116,-1,London,Wed,3,13,True,47.0,True,True,cont_no_retrace,0.04081632653087119,True,True,True,False,False,False,fail,fail,fail,True,True,0.45953002610972177
EURUSD,10117,-1,London,Wed,4,13,True,23.0,True,True,retrace_cont,0.8965517241380102,True,True,True,False,True,False,fail,fail,target,True,True,0.18097447795818197
EURUSD,10121,1,NY_AM,Wed,8,0,True,5.0,True,True,retrace_cont,0.3023255813953128,False,True,False,True,True,True,target,target,target,True,True,0.13899613899619132
EURUSD,10122,1,NY_AM,Wed,9,16,True,4.0,False,True,cont_no_retrace,0.16666666666675478,True,True,True,False,False,False,fail,target,fail,True,True,1.0981432360742136
EURUSD,10122,-1,NY_AM,Wed,9,0,True,3.0,True,True,cont_no_retrace,0.10000000000017764,False,True,True,True,True,True,target,target,target,True,True,0.04774535809032148
EURUSD,10123,1,NY_AM,Wed,10,2,True,4.0,True,True,cont_no_retrace,0.16666666666675478,True,True,True,False,False,False,fail,target,target,True,True,0.015508885298798434
EURUSD,10139,1,London,Thu,2,5,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10145,-1,NY_AM,Thu,8,0,True,18.0,True,True,retrace_cont,1.1594202898551331,True,True,True,False,False,False,fail,fail,target,False,True,0.10896708286049785
EURUSD,10146,1,NY_AM,Thu,9,8,True,18.0,True,True,retrace_cont,1.8285714285709753,True,True,True,True,False,False,fail,fail,fail,True,True,0.1568024596464321
EURUSD,10146,-1,NY_AM,Thu,9,30,True,33.0,True,True,cont_no_retrace,0.2040816326530273,False,True,True,True,True,True,target,neither,target,False,True,0.06456571867795469
EURUSD,10211,1,London,Tue,2,10,True,18.0,True,True,cont_no_retrace,-0.06666666666637061,True,True,True,True,False,False,target,fail,target,False,True,0.06352007057780228
EURUSD,10211,-1,London,Tue,2,21,True,30.0,True,True,cont_no_retrace,0.10526315789482911,True,True,True,True,True,False,target,fail,target,False,True,0.021173356859189068
EURUSD,10212,-1,London,Tue,3,1,True,51.0,True,True,retrace_cont,0.6818181818182736,True,True,True,True,False,False,target,target,target,True,True,0.20150243040226437
EURUSD,10213,1,London,Tue,4,2,True,11.0,True,True,cont_no_retrace,0.20454545454578715,True,True,True,True,True,True,fail,fail,target,True,True,0.21342819030677837
EURUSD,10217,1,NY_AM,Tue,8,13,True,38.0,True,True,cont_no_retrace,0.27272727272704334,True,True,True,False,True,False,fail,target,target,True,True,0.3929058663027701
EURUSD,10218,1,NY_AM,Tue,9,28,True,59.0,True,True,cont_no_retrace,0.21739130434784706,False,False,False,False,False,False,neither,target,neither,False,False,0.800751879699228
EURUSD,10218,-1,NY_AM,Tue,9,0,True,9.0,True,True,cont_no_retrace,0.011627906976819242,False,False,False,True,True,True,target,target,target,False,False,0.01127819548879559
EURUSD,10235,-1,London,Wed,2,1,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10237,1,London,Wed,4,1,True,23.0,True,True,cont_no_retrace,0.107526881720407,False,False,False,False,False,False,neither,neither,target,False,False,1.2129963898916853
EURUSD,10241,1,NY_AM,Wed,8,28,True,2.0,False,True,cont_no_retrace,0.22448979591853382,True,True,True,False,False,False,fail,fail,fail,True,True,1.0434782608694795
EURUSD,10242,1,NY_AM,Wed,9,28,True,36.0,True,True,cont_no_retrace,0.09302325581354519,True,True,True,False,True,False,fail,fail,target,True,True,0.13211009174324978
EURUSD,10243,1,NY_AM,Wed,10,12,True,39.0,True,True,cont_no_retrace,0.04651162790701877,False,True,False,True,False,False,target,neither,target,True,True,0.7572815533980978
EURUSD,10259,1,London,Thu,2,21,True,29.0,True,True,cont_no_retrace,0.259259259259107,True,True,True,False,False,False,fail,fail,target,True,True,0.15506958250519212
EURUSD,10260,1,London,Thu,3,0,True,11.0,True,False,noFVG_cont,0.562500000000347,True,False,False,True,False,False,target,target,target,False,False,0.07415036045307807
EURUSD,10261,1,London,Thu,4,1,True,20.0,True,True,retrace_cont,1.523809523809675,True,True,True,True,True,False,fail,fail,fail,True,True,0.2905263157894117
EURUSD,10266,1,NY_AM,Thu,9,30,True,31.0,True,False,noFVG_cont,0.30616740088105854,False,False,False,True,True,False,target,neither,target,False,False,2.4212860310419724
EURUSD,10266,-1,NY_AM,Thu,9,30,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10331,1,London,Tue,2,5,True,55.0,True,True,cont_no_retrace,0.0,True,True,True,False,False,False,fail,fail,fail,False,True,0.3809523809525681
EURUSD,10332,1,London,Tue,3,1,True,22.0,True,True,cont_no_retrace,-0.017857142856859638,False,True,True,True,True,False,target,neither,target,False,True,0.3798561151078416
EURUSD,10337,1,NY_AM,Tue,8,0,True,11.0,True,True,retrace_cont,2.4999999999995373,True,True,True,False,False,False,fail,fail,target,True,True,0.17450812660393725
EURUSD,10338,-1,NY_AM,Tue,9,30,True,44.0,True,True,cont_no_retrace,0.14516129032244202,True,True,True,False,False,False,fail,fail,fail,True,True,0.34404865334508733
EURUSD,10339,-1,NY_AM,Tue,10,5,True,26.0,True,True,cont_no_retrace,0.061224489796306784,True,True,True,False,True,False,fail,fail,target,True,True,0.23609923011115558
EURUSD,10355,1,London,Wed,2,8,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10356,1,London,Wed,3,0,True,44.0,True,True,cont_no_retrace,0.03333333333355538,True,True,True,False,False,False,fail,fail,fail,True,True,1.1871968962172972
EURUSD,10357,1,London,Wed,4,0,True,8.0,True,True,cont_no_retrace,0.1842105263155665,False,True,True,False,True,False,neither,neither,target,True,True,0.1151079136690531
EURUSD,10361,1,NY_AM,Wed,8,2,True,10.0,True,True,cont_no_retrace,0.04918032786917469,False,False,False,True,True,True,target,neither,target,False,False,0.32466181061385607
EURUSD,10362,-1,NY_AM,Wed,9,3,True,20.0,True,True,retrace_cont,1.684210526316097,True,True,True,True,True,False,fail,fail,fail,True,True,0.40613432046520515
EURUSD,10363,1,NY_AM,Wed,10,10,True,15.0,True,True,cont_no_retrace,0.0,True,True,True,False,True,False,fail,fail,target,True,True,0.16317991631794557
EURUSD,10380,1,London,Thu,3,1,True,30.0,True,True,retrace_cont,0.44117647058785114,True,True,True,True,False,False,target,target,target,True,True,0.12353766963038472
EURUSD,10381,1,London,Thu,4,0,False,,False,False,,,False,False,False,False,True,False,,,,False,False,
EURUSD,10385,-1,NY_AM,Thu,8,0,True,54.0,True,True,cont_no_retrace,0.057142857143219664,True,True,True,True,True,False,fail,fail,target,True,True,0.2758620689655378
EURUSD,10386,1,NY_AM,Thu,9,0,True,8.0,True,True,retrace_cont,1.2790697674415241,True,True,True,True,False,False,fail,fail,target,True,True,0.14096916299573606
EURUSD,10386,-1,NY_AM,Thu,9,15,True,30.0,True,True,cont_no_retrace,0.13702623906710976,False,False,False,True,True,True,target,neither,target,False,False,0.7518355359764765
EURUSD,10387,1,NY_AM,Thu,10,7,True,40.0,True,True,cont_no_retrace,0.07978723404259905,False,True,False,False,False,False,neither,neither,neither,True,True,2.3424836601307595
EURUSD,10451,-1,London,Tue,2,4,True,49.0,True,True,cont_no_retrace,0.07692307692303313,True,True,True,True,True,False,target,fail,target,False,True,0.37049742710118555
EURUSD,10452,1,London,Tue,3,0,True,8.0,True,True,cont_no_retrace,0.0888888888890095,False,False,False,True,True,True,target,target,target,False,False,0.16523235800329922
EURUSD,10452,-1,London,Tue,3,15,True,57.0,True,True,cont_no_retrace,0.2916666666667052,True,True,True,False,False,False,fail,target,fail,True,True,0.7160068846816766
EURUSD,10453,-1,London,Tue,4,22,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10459,1,NY_AM,Tue,10,2,True,11.0,True,True,cont_no_retrace,0.333333333333136,True,True,True,False,False,False,fail,fail,target,True,True,0.5770363101080603
EURUSD,10475,-1,London,Wed,2,0,True,40.0,True,True,cont_no_retrace,0.08695652173875267,True,True,True,True,False,False,fail,fail,fail,True,True,0.35853327297414456
EURUSD,10476,1,London,Wed,3,11,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10477,1,London,Wed,4,0,True,39.0,True,False,noFVG_cont,0.9729729729727946,True,False,False,False,False,False,fail,fail,fail,False,False,1.26203208556149
EURUSD,10481,1,NY_AM,Wed,8,0,True,15.0,True,True,cont_no_retrace,0.29411764705943816,True,True,True,False,False,False,fail,fail,target,True,True,0.05917159763300056
EURUSD,10482,1,NY_AM,Wed,9,27,True,30.0,True,True,cont_no_retrace,0.21052631578930966,False,False,False,False,True,True,neither,target,target,False,False,0.21011673151759797
EURUSD,10483,-1,NY_AM,Wed,10,0,True,5.0,True,True,cont_no_retrace,0.5,True,True,True,False,False,False,fail,target,target,True,True,0.022977501196896278
EURUSD,10500,1,London,Thu,3,0,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10501,1,London,Thu,4,0,True,3.0,True,True,cont_no_retrace,0.18421052631532817,True,True,True,True,True,False,fail,target,target,False,True,0.18285714285706697
EURUSD,10501,-1,London,Thu,4,30,True,35.0,True,True,cont_no_retrace,0.09890109890101846,True,True,True,False,False,False,fail,fail,fail,True,True,0.8000000000001438
EURUSD,10505,1,NY_AM,Thu,8,17,True,33.0,True,True,retrace_cont,0.6538461538463509,True,True,True,False,False,False,fail,fail,fail,True,True,0.24935064935042883
EURUSD,10506,1,NY_AM,Thu,9,30,True,26.0,False,True,cont_no_retrace,0.1046511627907412,False,True,False,True,True,False,target,neither,target,False,True,0.4158151932473118
EURUSD,10506,-1,NY_AM,Thu,9,19,True,30.0,True,True,retrace_fail,1.354430379746928,True,True,True,False,False,False,fail,fail,target,True,True,0.10661928031984175
EURUSD,10507,-1,NY_AM,Thu,10,25,True,42.0,True,True,cont_no_retrace,0.11458333333317673,False,True,True,False,False,False,neither,neither,target,True,True,0.7820343461029683
EURUSD,10571,1,London,Tue,2,5,True,32.0,True,True,cont_no_retrace,0.14285714285741474,True,True,True,True,True,False,target,target,target,False,True,0.24691358024688762
EURUSD,10572,1,London,Tue,3,11,True,15.0,True,True,cont_no_retrace,0.08928571428552311,False,False,False,True,False,False,target,target,target,True,True,0.1505488761106937
EURUSD,10573,-1,London,Tue,4,8,True,22.0,True,True,cont_no_retrace,0.22500000000011103,True,True,True,False,False,False,fail,fail,fail,True,True,0.20253164556954317
EURUSD,10577,1,NY_AM,Tue,8,0,True,51.0,True,True,cont_no_retrace,0.029411764705747898,True,True,True,False,False,False,fail,fail,fail,True,True,3.02304147465429
EURUSD,10578,1,NY_AM,Tue,9,2,True,11.0,True,True,cont_no_retrace,0.10975609756114733,False,True,False,True,True,False,target,target,target,True,True,0.37732253454019316
EURUSD,10579,-1,NY_AM,Tue,10,0,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10595,-1,London,Wed,2,0,True,54.0,True,True,cont_no_retrace,-0.03846153846180124,False,False,False,False,False,False,neither,target,neither,False,False,0.896226415094349
EURUSD,10597,-1,London,Wed,4,0,True,31.0,True,True,retrace_cont,0.8787878787877769,True,True,True,False,False,False,fail,fail,fail,True,True,1.9451840250587547
EURUSD,10601,1,NY_AM,Wed,8,15,True,1.0,False,True,cont_no_retrace,0.15887850467288167,False,True,True,True,False,False,target,target,target,True,True,1.160607130250689
EURUSD,10603,-1,NY_AM,Wed,10,0,True,19.0,True,True,cont_no_retrace,0.07317073170725102,True,True,True,False,False,False,fail,fail,fail,True,True,0.8250000000000277
EURUSD,10620,1,London,Thu,3,16,True,22.0,True,True,cont_no_retrace,0.5416666666664739,False,False,False,True,True,False,target,target,target,False,False,0.03283173734613414
EURUSD,10620,-1,London,Thu,3,30,True,5.0,False,True,cont_no_retrace,0.03488372093020854,False,False,False,False,False,False,neither,neither,target,False,False,0.6402188782489778
EURUSD,10625,-1,NY_AM,Thu,8,5,True,57.0,True,True,cont_no_retrace,0.3299999999999778,True,True,True,True,False,False,fail,fail,fail,True,True,1.5180722891565444
EURUSD,10627,1,NY_AM,Thu,10,4,True,23.0,True,True,cont_no_retrace,0.103999999999973,True,True,True,False,True,False,fail,target,target,True,True,0.39699248120300784
EURUSD,10691,-1,London,Tue,2,0,True,45.0,True,True,cont_no_retrace,0.06249999999973979,True,True,True,False,False,False,fail,target,fail,True,True,0.9519365375641891
EURUSD,10693,-1,London,Tue,4,1,True,24.0,True,False,noFVG_cont,0.14285714285741474,False,False,False,False,True,False,neither,target,target,False,False,0.3923400280243703
EURUSD,10697,1,NY_AM,Tue,8,21,True,33.0,True,True,cont_no_retrace,0.07462686567180503,False,True,True,True,False,False,target,target,target,True,True,0.5578512396692084
EURUSD,10698,-1,NY_AM,Tue,9,12,True,45.0,True,True,cont_no_retrace,0.031746031746233146,True,True,True,True,False,False,target,target,target,False,True,1.619710765934669
EURUSD,10699,1,NY_AM,Tue,10,0,True,27.0,True,True,cont_no_retrace,0.23333333333337855,False,False,False,True,False,False,target,neither,target,False,False,0.37637219027699975
EURUSD,10716,-1,London,Wed,3,27,True,54.0,True,True,cont_no_retrace,0.135135135135027,False,True,True,False,False,False,neither,target,neither,True,True,1.0974683544304151
EURUSD,10722,-1,NY_AM,Wed,9,3,True,26.0,True,True,cont_no_retrace,0.3809523809522551,True,True,True,False,False,False,fail,target,target,True,True,0.021052631578951937
EURUSD,10723,-1,NY_AM,Wed,10,0,True,24.0,True,True,cont_no_retrace,0.03669724770635941,True,True,True,False,False,False,fail,fail,target,True,True,0.5244755244755048
EURUSD,10739,-1,London,Thu,2,4,True,36.0,True,True,cont_no_retrace,0.019801980197930558,True,True,True,False,False,False,fail,target,fail,False,True,0.9514992956329286
EURUSD,10740,-1,London,Thu,3,19,True,40.0,True,True,cont_no_retrace,0.05263157894737721,True,True,True,False,False,False,fail,fail,fail,True,True,0.038748738647868715
EURUSD,10745,-1,NY_AM,Thu,8,3,True,30.0,True,True,cont_no_retrace,0.15702479338836606,True,True,True,False,False,False,fail,fail,fail,True,True,0.914450035945341
EURUSD,10746,-1,NY_AM,Thu,9,28,True,18.0,False,True,cont_no_retrace,0.08333333333325624,True,True,True,False,False,False,fail,fail,fail,True,True,1.4943960149439068
EURUSD,10747,-1,NY_AM,Thu,10,11,True,18.0,True,True,cont_no_retrace,0.08333333333325624,True,True,True,False,False,False,fail,fail,fail,True,True,0.16750902527082775
EURUSD,10811,1,London,Tue,2,25,True,40.0,True,False,noFVG_cont,0.4266666666666114,True,False,False,False,False,False,fail,target,target,False,False,0.6245933636954376
EURUSD,10812,1,London,Tue,3,29,True,53.0,True,True,cont_no_retrace,0.04166666666657415,True,True,True,False,False,False,fail,fail,target,True,True,0.3680724991286115
EURUSD,10817,-1,NY_AM,Tue,8,15,True,41.0,True,True,cont_no_retrace,0.14285714285731715,False,True,True,False,False,False,neither,neither,target,True,True,0.5091693635383716
EURUSD,10819,1,NY_AM,Tue,10,1,True,16.0,True,True,retrace_fail,1.675324675324829,True,True,True,False,False,False,fail,fail,fail,True,True,0.6194759483768922
EURUSD,10835,1,London,Wed,2,14,True,35.0,True,True,cont_no_retrace,0.0571428571426215,True,True,True,False,False,False,fail,target,fail,True,True,0.319769535469925
EURUSD,10836,1,London,Wed,3,2,True,35.0,True,True,cont_no_retrace,0.14843750000011113,False,False,False,True,True,False,target,target,target,False,False,0.7976625273922483
EURUSD,10837,-1,London,Wed,4,0,True,3.0,True,True,cont_no_retrace,0.11320754716973228,True,True,True,False,False,False,fail,fail,target,True,True,0.0520795660035737
EURUSD,10841,1,NY_AM,Wed,8,19,True,21.0,True,True,retrace_cont,1.0142857142858095,True,True,True,True,True,False,fail,fail,fail,True,True,0.039395929087236777
EURUSD,10841,-1,NY_AM,Wed,8,30,True,27.0,False,True,cont_no_retrace,0.03086419753086166,False,False,False,True,False,False,target,target,target,False,False,0.8273145108338967
EURUSD,10842,1,NY_AM,Wed,9,17,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10843,1,NY_AM,Wed,10,6,True,33.0,True,True,cont_no_retrace,0.1609195402298579,False,False,False,False,True,False,neither,neither,target,False,False,1.33117932148627
EURUSD,10859,1,London,Thu,2,5,True,7.0,True,True,retrace_cont,0.5294117647058567,True,True,True,True,True,False,fail,fail,target,True,True,0.03968816442240371
EURUSD,10860,-1,London,Thu,3,3,True,22.0,True,True,cont_no_retrace,0.03225806451598462,False,False,False,True,True,True,target,target,target,False,False,0.18622149071240543
EURUSD,10861,1,London,Thu,4,15,True,48.0,True,True,retrace_fail,3.131578947369013,True,True,True,False,False,False,fail,fail,fail,True,True,0.7961029923451874
EURUSD,10866,-1,NY_AM,Thu,9,14,True,56.0,True,True,retrace_fail,1.4056603773584015,True,True,True,False,False,False,fail,fail,fail,True,True,1.36010709504697
EURUSD,10867,-1,NY_AM,Thu,10,18,True,37.0,True,True,retrace_fail,1.3128491620111211,True,True,True,False,False,False,fail,fail,fail,True,True,0.4508100493073005
EURUSD,10931,1,London,Tue,2,7,True,17.0,True,True,cont_no_retrace,0.2653061224488501,False,True,False,False,False,False,neither,target,neither,True,True,0.6837164130786483
EURUSD,10933,1,London,Tue,4,16,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10937,-1,NY_AM,Tue,8,0,True,46.0,True,True,cont_no_retrace,-0.0270270270270054,False,True,True,False,False,False,neither,target,target,True,True,1.6952169076751444
EURUSD,10938,1,NY_AM,Tue,9,5,True,7.0,True,True,cont_no_retrace,0.3333333333333921,True,True,True,False,False,False,fail,target,target,True,True,0.13256006628001502
EURUSD,10939,1,NY_AM,Tue,10,0,True,12.0,True,True,cont_no_retrace,0.18181818181821852,False,False,False,True,True,False,target,target,target,False,False,0.27600962824279424
EURUSD,10955,1,London,Wed,2,30,True,20.0,False,True,cont_no_retrace,0.019801980197930558,True,True,True,False,False,False,fail,fail,fail,True,True,1.0607407407407048
EURUSD,10956,1,London,Wed,3,0,True,20.0,True,True,cont_no_retrace,0.019801980197930558,True,True,True,False,False,False,fail,fail,fail,True,True,0.685203574975159
EURUSD,10957,1,London,Wed,4,2,True,11.0,True,True,cont_no_retrace,0.08064516129048432,True,True,True,False,False,False,fail,fail,target,True,True,0.1332660272588902
EURUSD,10962,1,NY_AM,Wed,9,7,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10979,1,London,Thu,2,4,True,22.0,True,True,cont_no_retrace,0.18867924528302676,True,True,True,False,False,False,fail,fail,fail,True,True,0.6934460887949714
EURUSD,10980,1,London,Thu,3,25,True,47.0,True,True,cont_no_retrace,0.09345794392523171,True,True,True,False,True,False,fail,fail,target,True,True,0.4659371690787621
EURUSD,10981,1,London,Thu,4,20,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,10985,1,NY_AM,Thu,8,30,True,32.0,True,True,cont_no_retrace,0.10344827586216797,False,True,True,True,True,False,target,target,target,False,True,0.18623481781373158
EURUSD,10987,-1,NY_AM,Thu,10,0,True,13.0,True,True,cont_no_retrace,0.12727272727274194,False,False,False,True,True,True,target,target,target,True,True,0.7562326869805985
EURUSD,11051,1,London,Tue,2,3,True,13.0,True,True,retrace_cont,0.8749999999998843,True,True,True,True,False,False,target,fail,target,True,True,0.09461235216822025
EURUSD,11052,1,London,Tue,3,0,True,4.0,True,True,retrace_cont,0.4999999999998265,False,True,True,True,True,True,target,target,target,True,True,0.09367681498828057
EURUSD,11052,-1,London,Tue,3,21,True,59.0,True,True,retrace_fail,5.127272727272338,True,True,True,False,False,False,fail,fail,fail,True,True,0.5011709601873114
EURUSD,11053,-1,London,Tue,4,1,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,11057,1,NY_AM,Tue,8,21,True,31.0,True,True,retrace_cont,0.25263157894738564,True,True,True,False,False,False,fail,fail,fail,True,True,0.4512974802556855
