pair,i,sign,kz,wd,hour_ny,sweep_min,mss,t_mss,mss_in_hour,fvg,cls_60,depth_60,swept_60,ce_60,inval_60,target_60,h1_dir,h1_directional,race_ph,race_ext1,race_open,ret_before,ret_any,sweep_depth_atr
EURUSD,33,1,London,Tue,2,7,True,30.0,True,True,retrace_fail,11.229885057472279,True,True,True,False,False,False,fail,fail,target,True,True,0.09900990099001739
EURUSD,34,1,London,Tue,3,4,True,41.0,True,True,cont_no_retrace,0.13274336283184798,True,True,True,False,False,False,fail,fail,fail,True,True,4.051446945337721
EURUSD,35,1,London,Tue,4,0,True,13.0,True,True,retrace_cont,0.3265306122448024,False,True,True,False,False,False,neither,neither,target,True,True,0.943280771946396
EURUSD,39,-1,NY_AM,Tue,8,16,True,58.0,True,True,cont_no_retrace,0.28124999999994577,True,True,True,False,False,False,fail,fail,fail,True,True,1.0564102564102473
EURUSD,40,-1,NY_AM,Tue,9,10,True,9.0,False,True,cont_no_retrace,0.062043795620440025,False,False,False,False,False,False,neither,neither,target,False,False,1.3298534430837785
EURUSD,57,-1,London,Wed,2,6,True,18.0,True,True,retrace_fail,7.805555555554913,True,True,True,False,False,False,fail,fail,fail,True,True,0.31603408210690226
EURUSD,58,-1,London,Wed,3,6,True,41.0,True,True,cont_no_retrace,0.09448818897638553,False,True,True,False,False,False,neither,neither,neither,True,True,1.3792569659442413
EURUSD,63,1,NY_AM,Wed,8,14,True,24.0,True,True,cont_no_retrace,0.23456790123446636,False,False,False,True,True,False,target,neither,target,False,False,0.19839025451383854
EURUSD,63,-1,NY_AM,Wed,8,24,True,48.0,True,True,retrace_cont,0.6741573033709183,False,True,True,False,False,False,neither,neither,target,True,True,0.44898847074171705
EURUSD,65,1,NY_AM,Wed,10,0,True,26.0,True,True,cont_no_retrace,0.17985611510797342,False,True,False,False,False,False,neither,target,neither,True,True,1.1740041928721205
EURUSD,81,1,London,Thu,2,0,True,6.0,True,True,cont_no_retrace,0.273972602739651,True,True,True,False,True,False,fail,fail,target,True,True,0.061172472387487103
EURUSD,82,-1,London,Thu,3,2,True,40.0,True,True,cont_no_retrace,0.12727272727274194,True,True,True,False,False,False,fail,fail,fail,True,True,0.8303217276333609
EURUSD,87,1,NY_AM,Thu,8,15,True,23.0,True,True,retrace_fail,3.4140625000001275,True,True,True,False,False,False,fail,fail,fail,True,True,1.1230020847811735
EURUSD,88,1,NY_AM,Thu,9,0,True,14.0,True,True,cont_no_retrace,0.10526315789475442,True,True,True,False,False,False,fail,fail,target,True,True,0.21714778112886918
EURUSD,89,1,NY_AM,Thu,10,3,True,8.0,True,True,retrace_fail,1.4189189189188987,True,True,True,False,False,False,fail,fail,fail,False,True,0.2686181661644821
EURUSD,89,-1,NY_AM,Thu,10,8,True,23.0,True,True,cont_no_retrace,0.08168316831687127,False,False,False,True,True,False,target,neither,target,False,False,0.2686181661643674
EURUSD,153,1,London,Tue,2,15,True,21.0,True,True,cont_no_retrace,0.2941176470587851,False,True,False,False,False,False,neither,neither,target,True,True,0.23449216087249286
EURUSD,154,-1,London,Tue,3,10,True,35.0,True,True,cont_no_retrace,0.06422018348626282,True,True,True,False,False,False,fail,fail,target,True,True,0.4402136057579855
EURUSD,155,1,London,Tue,4,2,True,18.0,True,True,cont_no_retrace,0.40217391304344413,False,False,False,True,True,False,target,target,target,False,False,0.09716599190283658
EURUSD,155,-1,London,Tue,4,29,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,160,-1,NY_AM,Tue,9,0,True,41.0,True,True,cont_no_retrace,0.01851851851850329,False,True,False,False,False,False,neither,target,neither,True,True,2.1970469798657026
EURUSD,177,1,London,Wed,2,0,True,28.0,True,True,cont_no_retrace,0.13636363636353543,True,True,True,True,True,False,target,fail,target,False,True,0.10958904109584595
EURUSD,177,-1,London,Wed,2,29,True,2.0,False,True,cont_no_retrace,0.37222222222218865,False,False,False,True,False,False,target,neither,target,False,False,0.15753424657545917
EURUSD,178,1,London,Wed,3,2,True,18.0,True,True,retrace_fail,2.756410256410085,True,True,True,False,False,False,fail,fail,target,True,True,0.29749207264351385
EURUSD,179,1,London,Wed,4,0,True,12.0,True,True,cont_no_retrace,0.12658227848102332,False,False,False,True,True,True,target,target,target,False,False,0.21899059024798662
EURUSD,183,-1,NY_AM,Wed,8,21,True,27.0,True,False,noFVG_cont,0.41176470588242975,True,False,False,False,False,False,fail,target,fail,False,False,0.12276214833749055
EURUSD,184,-1,NY_AM,Wed,9,16,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,201,1,London,Thu,2,0,True,16.0,True,True,cont_no_retrace,0.24528301886789292,True,True,True,False,True,True,fail,fail,target,True,True,0.05990016638930018
EURUSD,202,1,London,Thu,3,3,True,35.0,True,True,cont_no_retrace,0.06896551724156413,True,True,True,True,False,False,fail,fail,fail,True,True,0.5996631106120547
EURUSD,203,1,London,Thu,4,1,True,7.0,True,True,cont_no_retrace,0.12871287128709824,False,True,False,True,True,True,target,target,target,True,True,0.18238108640584882
EURUSD,203,-1,London,Thu,4,25,True,0.0,False,True,cont_no_retrace,0.23529411764710273,False,False,False,False,False,False,neither,neither,neither,False,False,0.5944272445820369
EURUSD,207,1,NY_AM,Thu,8,30,True,54.0,True,True,cont_no_retrace,0.030430220356780936,False,True,True,True,True,True,target,neither,target,False,True,1.6935619904413655
EURUSD,207,-1,NY_AM,Thu,8,3,True,20.0,True,True,retrace_cont,6.250000000001096,True,True,True,True,False,False,fail,fail,fail,True,True,0.4588136069720201
EURUSD,273,1,London,Tue,2,7,True,30.0,True,True,retrace_cont,0.6344086021504811,False,True,True,True,True,True,target,target,target,True,True,0.11457670273701269
EURUSD,274,-1,London,Tue,3,0,True,21.0,True,True,retrace_cont,0.5595238095238064,False,True,True,False,True,False,neither,target,target,True,True,0.6831119544591233
EURUSD,275,1,London,Tue,4,11,True,0.0,False,True,retrace_fail,1.121212121212113,True,True,True,False,False,False,fail,fail,fail,True,True,0.9615894039734497
EURUSD,280,-1,NY_AM,Tue,9,14,True,0.0,False,True,cont_no_retrace,0.5562499999999891,False,False,False,True,False,False,target,target,target,False,False,0.7929824561402427
EURUSD,281,1,NY_AM,Tue,10,0,True,13.0,True,True,retrace_fail,2.337777777777708,True,True,True,False,False,False,fail,fail,fail,True,True,1.2684563758388825
EURUSD,297,-1,London,Wed,2,0,True,7.0,True,False,noFVG_cont,0.6428571428572561,True,False,False,False,False,False,fail,fail,fail,False,False,0.45546689670044627
EURUSD,298,-1,London,Wed,3,6,True,9.0,True,True,cont_no_retrace,0.16304347826096663,True,True,True,False,False,False,fail,fail,fail,True,True,0.11688311688312512
EURUSD,299,-1,London,Wed,4,16,True,11.0,False,True,cont_no_retrace,0.16778523489938588,False,False,False,False,False,False,neither,neither,neither,False,False,0.9632425988475594
EURUSD,303,-1,NY_AM,Wed,8,4,True,19.0,True,False,noFVG_cont,0.8292682926829004,True,False,False,False,False,False,fail,fail,fail,False,False,0.2423318727376278
EURUSD,304,-1,NY_AM,Wed,9,14,True,34.0,True,False,noFVG_cont,0.09027777777775957,False,False,False,False,False,False,neither,target,target,False,False,0.8621444201313065
EURUSD,305,1,NY_AM,Wed,10,14,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,321,1,London,Thu,2,0,True,4.0,True,True,cont_no_retrace,0.13333333333343203,True,True,True,True,True,True,fail,fail,target,True,True,0.061417322834628474
EURUSD,322,-1,London,Thu,3,10,True,49.0,True,True,retrace_cont,0.4500000000000111,True,True,True,False,False,False,fail,fail,fail,True,True,0.5311675126903723
EURUSD,328,-1,NY_AM,Thu,9,30,True,36.0,True,True,cont_no_retrace,0.23958333333326587,False,True,True,True,False,False,target,target,target,True,True,0.12828259353936292
EURUSD,393,-1,London,Tue,2,4,True,48.0,True,True,cont_no_retrace,0.12244897959196158,False,True,False,True,False,False,target,target,target,True,True,0.41927303465769633
EURUSD,394,1,London,Tue,3,15,True,22.0,True,True,cont_no_retrace,0.2222222222221379,True,True,True,False,False,False,fail,fail,target,False,True,0.14332636607957186
EURUSD,395,1,London,Tue,4,30,True,58.0,True,True,cont_no_retrace,0.07594936708853643,False,True,True,False,False,False,neither,neither,neither,True,True,1.0248610704884737
EURUSD,399,1,NY_AM,Tue,8,0,True,22.0,True,True,cont_no_retrace,0.0999999999999889,False,True,True,True,True,False,target,neither,target,False,True,0.3383259911894601
EURUSD,399,-1,NY_AM,Tue,8,26,True,52.0,True,True,cont_no_retrace,0.11607142857139494,False,False,False,True,False,False,target,neither,target,False,False,0.31013215859031235
EURUSD,401,1,NY_AM,Tue,10,0,True,11.0,True,True,cont_no_retrace,0.04109589041107557,False,False,False,True,True,True,target,target,target,False,False,0.370074243289545
EURUSD,417,-1,London,Wed,2,22,True,24.0,True,True,cont_no_retrace,0.2037037037038103,False,False,False,True,True,True,target,target,target,False,False,0.00633078343449158
EURUSD,418,1,London,Wed,3,0,True,3.0,True,True,retrace_fail,1.7999999999998975,True,True,True,False,False,False,fail,fail,target,True,True,0.018136020151118253
EURUSD,423,-1,NY_AM,Wed,8,1,True,7.0,True,True,cont_no_retrace,0.17142857142870738,True,True,True,False,True,False,fail,fail,target,True,True,0.16578108395333765
EURUSD,424,-1,NY_AM,Wed,9,27,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,425,-1,NY_AM,Wed,10,1,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,441,1,London,Thu,2,0,True,22.0,True,True,cont_no_retrace,0.4921874999999485,False,False,False,False,False,False,neither,neither,target,False,False,0.6698262243284938
EURUSD,442,-1,London,Thu,3,18,True,28.0,True,True,cont_no_retrace,0.11578947368426712,False,False,False,True,True,False,target,target,target,False,False,0.36343612334790515
EURUSD,443,1,London,Thu,4,0,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,447,1,NY_AM,Thu,8,30,True,38.0,True,True,cont_no_retrace,0.5114006514658369,False,False,False,True,True,False,target,neither,target,False,False,0.9418504726438651
EURUSD,448,-1,NY_AM,Thu,9,2,True,10.0,True,True,retrace_cont,1.3880597014925595,True,True,True,False,True,False,fail,fail,target,True,True,0.2572135201979344
EURUSD,449,1,NY_AM,Thu,10,7,True,16.0,True,True,cont_no_retrace,0.2083333333333269,True,True,True,False,False,False,fail,fail,target,True,True,0.20869565217397978
EURUSD,512,-1,London,Tue,2,13,True,40.0,True,False,noFVG_cont,1.6111111111109397,True,False,False,True,False,False,fail,fail,fail,False,False,0.32158461986610587
EURUSD,513,1,London,Tue,3,6,True,2.0,False,True,cont_no_retrace,0.07777777777778326,False,False,False,False,False,False,neither,target,neither,False,False,2.2519731072785962
EURUSD,514,1,London,Tue,4,0,True,2.0,True,True,cont_no_retrace,0.07777777777778326,False,False,False,False,True,True,neither,target,target,False,False,0.03386004514679946
EURUSD,518,-1,NY_AM,Tue,8,18,True,25.0,True,True,retrace_fail,4.584615384615422,True,True,True,False,False,False,fail,fail,fail,True,True,0.0821917808218501
EURUSD,519,-1,NY_AM,Tue,9,26,True,28.0,True,False,noFVG_cont,0.4126984126983568,False,False,False,False,True,False,neither,target,target,False,False,0.07284768211909602
EURUSD,520,1,NY_AM,Tue,10,9,True,32.0,True,True,cont_no_retrace,0.03973509933785839,False,False,False,True,True,False,target,target,target,False,False,0.6336633663366975
EURUSD,536,-1,London,Wed,2,17,True,37.0,True,True,cont_no_retrace,0.4015748031496517,True,True,True,False,False,False,fail,fail,target,True,True,0.22654081066075044
EURUSD,537,-1,London,Wed,3,1,True,8.0,True,True,cont_no_retrace,0.20792079207904032,True,True,True,False,False,False,fail,fail,target,True,True,0.013274336283272896
EURUSD,542,-1,NY_AM,Wed,8,15,True,57.0,True,True,retrace_cont,0.37037037037033993,True,True,True,False,False,False,fail,fail,fail,True,True,0.9443902439025722
EURUSD,543,-1,NY_AM,Wed,9,6,True,31.0,True,True,cont_no_retrace,0.5425531914891707,False,True,False,False,False,False,neither,target,target,True,True,0.08216364258814705
EURUSD,544,1,NY_AM,Wed,10,0,True,40.0,True,True,cont_no_retrace,0.23923444976074776,False,False,False,True,True,False,target,neither,target,False,False,1.0776906628651417
EURUSD,560,1,London,Thu,2,0,True,1.0,True,True,retrace_cont,0.43859649122824784,True,True,True,False,False,False,fail,fail,target,True,True,0.03734163147366866
EURUSD,562,1,London,Thu,4,18,True,40.0,True,True,cont_no_retrace,0.19999999999996138,True,True,True,False,False,False,fail,fail,target,True,True,0.15259811444853422
EURUSD,566,1,NY_AM,Thu,8,0,True,2.0,True,True,cont_no_retrace,0.19999999999993168,True,True,True,False,False,False,fail,target,target,True,True,0.014613354982843881
EURUSD,567,1,NY_AM,Thu,9,0,True,17.0,True,True,cont_no_retrace,0.02153846153846469,True,True,True,False,False,False,fail,fail,target,True,True,0.6282485875706234
EURUSD,568,1,NY_AM,Thu,10,0,True,17.0,True,True,cont_no_retrace,0.014150943396215051,False,False,False,False,True,True,neither,target,target,False,False,0.8071379547014302
EURUSD,632,1,London,Tue,2,1,True,32.0,True,True,retrace_fail,4.118811881188243,True,True,True,False,False,False,fail,fail,fail,True,True,0.47985458951840754
EURUSD,633,1,London,Tue,3,0,True,22.0,True,True,cont_no_retrace,0.2292993630574023,False,False,False,False,False,False,neither,target,target,False,False,1.8953101361573497
EURUSD,634,-1,London,Tue,4,14,True,57.0,True,True,cont_no_retrace,0.04201680672268751,False,False,False,False,True,False,neither,neither,target,False,False,0.6297169811319598
EURUSD,638,1,NY_AM,Tue,8,8,True,36.0,True,True,retrace_cont,0.4230769230770709,False,False,False,False,False,False,neither,target,neither,True,True,1.1260997067449143
EURUSD,640,1,NY_AM,Tue,10,0,True,19.0,True,True,cont_no_retrace,0.14814814814802632,True,True,True,True,True,False,fail,fail,fail,True,True,0.7549430796884437
EURUSD,658,-1,London,Wed,4,14,True,30.0,True,True,cont_no_retrace,0.05434782608682798,False,True,False,False,False,False,neither,neither,target,True,True,0.09219571370811289
EURUSD,662,1,NY_AM,Wed,8,0,True,4.0,True,True,retrace_cont,0.4680851063827676,True,True,True,False,False,False,fail,fail,target,True,True,0.04020942408380969
EURUSD,663,-1,NY_AM,Wed,9,10,True,15.0,True,True,retrace_cont,0.45901639344271844,False,True,False,True,True,False,target,target,target,True,True,0.28144989339021675
EURUSD,664,1,NY_AM,Wed,10,2,True,39.0,True,True,cont_no_retrace,0.5075757575757232,False,False,False,False,True,False,neither,neither,target,False,False,0.1970526315790038
EURUSD,680,1,London,Thu,2,0,True,9.0,True,True,retrace_cont,0.27472527472513264,False,True,True,False,False,False,neither,neither,target,True,True,0.7136981967731051
EURUSD,681,-1,London,Thu,3,7,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,682,-1,London,Thu,4,7,True,17.0,True,True,cont_no_retrace,0.10989010989010184,False,False,False,False,False,False,neither,neither,target,False,False,0.7551622418879338
EURUSD,686,-1,NY_AM,Thu,8,12,True,18.0,True,True,cont_no_retrace,0.05263157894770672,True,True,True,False,False,False,fail,fail,target,True,True,0.06737367436051435
EURUSD,687,-1,NY_AM,Thu,9,1,True,3.0,True,True,cont_no_retrace,0.361111111111291,False,True,True,False,True,True,neither,target,target,True,True,0.05001488538256302
EURUSD,688,1,NY_AM,Thu,10,0,True,8.0,True,True,cont_no_retrace,0.04761904761901405,True,True,True,False,False,False,fail,fail,target,True,True,0.20061919504642717
EURUSD,752,1,London,Tue,2,26,True,30.0,True,True,retrace_cont,0.2465753424658076,True,True,True,False,False,False,fail,fail,target,True,True,0.06406406406412993
EURUSD,752,-1,London,Tue,2,0,True,7.0,True,True,cont_no_retrace,0.3716814159292557,False,False,False,True,True,False,target,neither,target,False,False,0.28028028028034613
EURUSD,754,-1,London,Tue,4,0,True,6.0,True,True,retrace_cont,0.18888888888891356,True,True,True,False,False,False,fail,fail,target,True,True,0.4346701164295972
EURUSD,758,1,NY_AM,Tue,8,30,True,32.0,True,True,retrace_fail,1.1075144508670627,True,True,True,True,True,False,target,fail,target,False,True,2.3206299212598243
EURUSD,759,1,NY_AM,Tue,9,29,True,36.0,True,True,retrace_cont,0.4642857142857062,False,True,False,False,False,False,neither,target,target,True,True,0.6053042121684419
EURUSD,760,-1,NY_AM,Tue,10,12,True,31.0,True,True,cont_no_retrace,0.29707112970709393,False,False,False,True,True,True,target,target,target,False,False,0.15036144578309238
EURUSD,776,1,London,Wed,2,0,True,2.0,True,True,cont_no_retrace,0.19658119658117387,False,True,True,False,True,False,neither,neither,target,True,True,0.2060085836909203
EURUSD,777,-1,London,Wed,3,29,True,39.0,True,True,cont_no_retrace,0.13207547169816064,True,True,True,False,False,False,fail,fail,fail,True,True,0.14189602446478347
EURUSD,778,-1,London,Wed,4,12,True,17.0,True,True,cont_no_retrace,0.018518518518640354,True,True,True,False,False,False,fail,target,target,True,True,0.009736308316385688
EURUSD,782,1,NY_AM,Wed,8,24,True,49.0,True,True,cont_no_retrace,0.07307692307689122,True,True,True,False,False,False,fail,fail,target,True,True,1.1261576456061233
EURUSD,783,1,NY_AM,Wed,9,22,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,801,-1,London,Thu,3,6,True,34.0,True,True,cont_no_retrace,0.060344827586216794,False,False,False,True,True,False,target,target,target,False,False,0.8304498269895428
EURUSD,802,1,London,Thu,4,23,True,55.0,True,True,cont_no_retrace,0.04444444444449379,False,False,False,False,False,False,neither,target,target,False,False,0.807190489997153
EURUSD,806,1,NY_AM,Thu,8,30,True,0.0,False,False,noFVG_cont,0.158415841584289,True,False,False,False,False,False,fail,fail,fail,False,False,1.5221546481321853
EURUSD,806,-1,NY_AM,Thu,8,26,True,30.0,True,True,cont_no_retrace,0.6422287390029238,False,False,False,True,True,False,target,neither,target,False,False,0.04170286707207661
EURUSD,807,1,NY_AM,Thu,9,27,True,57.0,True,False,noFVG_cont,0.17460317460293404,True,False,False,False,False,False,fail,fail,fail,False,False,0.6812375816065256
EURUSD,808,1,NY_AM,Thu,10,2,True,12.0,True,True,cont_no_retrace,0.3333333333334667,False,False,False,False,True,False,neither,target,target,False,False,0.34802007808148505
EURUSD,864,1,London,Tue,2,5,True,32.0,True,True,cont_no_retrace,0.017857142857256144,False,False,False,True,False,False,target,target,target,False,False,0.7395833333333086
EURUSD,865,-1,London,Tue,3,6,True,32.0,True,True,cont_no_retrace,0.4791666666666686,False,False,False,True,True,False,target,neither,target,False,False,1.6792698826595671
EURUSD,866,1,London,Tue,4,0,True,7.0,True,True,cont_no_retrace,0.185714285714254,True,True,True,False,True,False,fail,fail,target,True,True,0.00955033824120857
EURUSD,881,1,London,Wed,2,9,True,24.0,True,True,cont_no_retrace,0.35555555555536916,True,True,True,True,False,False,target,target,target,False,True,0.2240000000000462
EURUSD,881,-1,London,Wed,2,2,True,9.0,True,True,retrace_cont,0.7,True,True,True,True,True,False,target,fail,target,False,True,0.10400000000014832
EURUSD,882,1,London,Wed,3,0,True,52.0,True,False,noFVG_cont,2.6956521739125816,True,False,False,False,False,False,fail,fail,fail,False,False,0.7210300429184247
EURUSD,883,1,London,Wed,4,0,True,19.0,True,True,cont_no_retrace,0.21487603305794678,True,True,True,False,False,False,fail,fail,target,True,True,0.5619512195122363
EURUSD,898,1,London,Thu,2,5,True,14.0,True,True,cont_no_retrace,0.21739130434774215,True,True,True,False,False,False,fail,fail,target,True,True,0.24106066693458514
EURUSD,899,1,London,Thu,3,5,True,16.0,True,True,retrace_cont,0.5915492957744672,True,True,True,False,False,False,fail,fail,target,True,True,0.4082278481014003
EURUSD,900,1,London,Thu,4,6,True,45.0,True,True,cont_no_retrace,0.04411764705879952,True,True,True,False,False,False,fail,fail,fail,True,True,1.4644383987561354
EURUSD,950,-1,London,Tue,3,0,True,7.0,True,False,noFVG_cont,1.2465753424658825,True,False,False,False,False,False,fail,fail,fail,False,False,0.5575589459084094
EURUSD,951,-1,London,Tue,4,2,True,32.0,True,True,cont_no_retrace,0.34782608695648815,False,False,False,False,True,False,neither,neither,target,True,True,0.4845327254966279
EURUSD,966,-1,London,Wed,2,24,True,4.0,False,True,cont_no_retrace,0.172043010752624,True,True,True,False,False,False,fail,fail,fail,True,True,2.229828850855675
EURUSD,968,-1,London,Wed,4,1,True,12.0,True,True,cont_no_retrace,0.0895522388059009,True,True,True,False,True,False,fail,fail,target,False,True,0.5765363128492167
EURUSD,983,1,London,Thu,2,26,True,49.0,True,True,cont_no_retrace,0.17142857142844456,True,True,True,False,False,False,fail,fail,target,True,True,0.20620842572064435
EURUSD,983,-1,London,Thu,2,7,True,15.0,True,True,cont_no_retrace,0.26190476190464235,False,False,False,True,True,False,target,target,target,False,False,0.07982261640806283
EURUSD,984,1,London,Thu,3,1,True,11.0,True,False,noFVG_cont,0.7727272727271657,False,False,False,False,True,False,neither,target,target,False,False,0.41150442477880705
EURUSD,985,-1,London,Thu,4,0,True,21.0,True,True,cont_no_retrace,0.07407407407401316,False,False,False,True,True,True,target,target,target,False,False,0.27593942793047027
EURUSD,1034,1,London,Tue,2,5,True,13.0,True,True,cont_no_retrace,0.03370786516850849,True,True,True,True,True,False,target,target,target,False,True,0.11378259397225411
EURUSD,1034,-1,London,Tue,2,24,True,43.0,True,True,cont_no_retrace,0.057692307692250214,False,False,False,True,False,False,target,target,target,False,False,0.6258042668473976
EURUSD,1035,1,London,Tue,3,11,True,24.0,True,False,noFVG_cont,0.6086956521738711,True,False,False,False,False,False,fail,fail,fail,False,False,0.37093061492927026
EURUSD,1036,1,London,Tue,4,1,True,21.0,True,False,noFVG_cont,0.7384615384615489,True,False,False,False,False,False,fail,fail,fail,False,False,0.9001956947162201
EURUSD,1039,1,NY_AM,Tue,9,3,True,22.0,True,False,noFVG_stall,13.737704918032888,True,False,False,False,False,False,fail,fail,fail,False,False,0.34105653382770984
EURUSD,1051,-1,London,Wed,2,6,True,56.0,True,True,cont_no_retrace,0.34000000000004443,True,True,True,False,False,False,fail,fail,target,True,True,0.5847632120796117
EURUSD,1052,-1,London,Wed,3,29,True,50.0,True,True,cont_no_retrace,0.05128205128210238,True,True,True,False,True,True,fail,fail,target,True,True,0.08108108108107379
EURUSD,1053,1,London,Wed,4,4,True,9.0,True,True,cont_no_retrace,0.10000000000022205,False,True,True,True,False,False,target,target,target,False,True,0.016177957532788164
EURUSD,1056,-1,NY_AM,Wed,9,4,True,8.0,True,False,noFVG_cont,0.7500000000001542,True,False,False,False,False,False,fail,fail,fail,False,False,0.15350175887430617
EURUSD,1068,-1,London,Thu,2,2,True,45.0,True,True,cont_no_retrace,0.11111111111101973,True,True,True,True,False,False,target,target,target,True,True,0.5065428450822529
EURUSD,1070,-1,London,Thu,4,26,True,44.0,True,True,cont_no_retrace,0.030303030303224007,True,True,True,False,False,False,fail,fail,target,True,True,0.6218623481781026
EURUSD,1073,-1,NY_AM,Thu,9,0,True,0.0,False,True,cont_no_retrace,0.03645833333334237,False,True,True,False,False,False,neither,neither,target,True,True,0.7513651255914118
EURUSD,1118,1,London,Tue,2,22,True,46.0,True,True,cont_no_retrace,0.15151515151511075,True,True,True,False,False,False,fail,fail,fail,True,True,0.1823408624229906
EURUSD,1118,-1,London,Tue,2,9,True,19.0,True,True,cont_no_retrace,0.2083333333333873,False,False,False,True,True,False,target,neither,target,False,False,0.3646817248460906
EURUSD,1119,1,London,Tue,3,26,True,48.0,True,True,retrace_cont,0.6438356164384061,False,True,False,False,False,False,neither,target,target,True,True,0.7105263157894236
EURUSD,1123,1,NY_AM,Tue,8,30,True,31.0,True,False,noFVG_stall,0.9718875502007973,False,False,False,True,True,False,target,neither,target,False,False,0.7328658674507885
EURUSD,1123,-1,NY_AM,Tue,8,7,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,1135,1,London,Wed,2,13,True,25.0,True,True,cont_no_retrace,0.18604651162812313,True,True,True,False,False,False,fail,target,target,True,True,0.32098765432089543
EURUSD,1136,1,London,Wed,3,18,True,19.0,True,True,retrace_fail,1.244755244755288,True,True,True,True,True,False,target,fail,target,False,True,0.02445236882325416
EURUSD,1136,-1,London,Wed,3,19,True,38.0,True,True,retrace_cont,0.9470588235293272,False,True,False,True,False,False,target,neither,target,False,True,0.201732042791745
EURUSD,1137,1,London,Wed,4,16,True,26.0,True,True,retrace_cont,0.6930693069306474,True,True,True,False,False,False,fail,fail,target,True,True,0.048362720403070956
EURUSD,1153,1,London,Thu,3,3,True,16.0,True,True,cont_no_retrace,0.09756097560966803,False,False,False,True,True,True,target,target,target,False,False,0.33002207505521164
EURUSD,1153,-1,London,Thu,3,21,True,19.0,False,True,cont_no_retrace,0.07784431137722082,False,True,False,False,False,False,neither,neither,neither,True,True,1.375938189845486
EURUSD,1154,-1,London,Thu,4,1,True,19.0,True,True,cont_no_retrace,0.07784431137722082,False,True,False,False,True,True,neither,neither,target,True,True,0.35236096537256906
EURUSD,1203,1,London,Tue,2,17,True,46.0,True,True,cont_no_retrace,0.08571428571424947,False,True,False,True,False,False,target,target,target,True,True,0.44097995545648977
EURUSD,1203,-1,London,Tue,2,0,True,8.0,True,True,cont_no_retrace,0.07894736842097574,False,False,False,True,True,True,target,target,target,False,False,0.1269487750556202
EURUSD,1204,-1,London,Tue,3,26,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,1205,-1,London,Tue,4,2,True,48.0,True,True,cont_no_retrace,0.3939393939392648,True,True,True,False,False,False,fail,fail,fail,True,True,1.129411764705965
EURUSD,1221,1,London,Wed,3,2,True,11.0,True,True,retrace_cont,0.7254901960783802,True,True,True,True,False,False,fail,fail,target,True,True,0.40616773223001507
EURUSD,1222,-1,London,Wed,4,1,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,1237,-1,London,Thu,2,14,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,1239,1,London,Thu,4,7,True,34.0,True,True,retrace_cont,0.4615384615383827,True,True,True,False,False,False,fail,target,target,True,True,0.6448854961832035
EURUSD,1287,1,London,Tue,2,1,True,29.0,True,True,retrace_cont,0.24000000000060395,False,False,False,True,False,False,target,target,target,True,True,0.32488719194715426
EURUSD,1288,-1,London,Tue,3,8,True,23.0,True,True,cont_no_retrace,0.48888888888906434,True,True,True,False,True,False,fail,target,target,True,True,0.22539130434782287
EURUSD,1289,-1,London,Tue,4,9,True,51.0,True,False,noFVG_cont,0.08450704225345065,False,False,False,False,False,False,neither,target,neither,False,False,1.2667135819845807
EURUSD,1305,1,London,Wed,3,0,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,1306,1,London,Wed,4,1,True,16.0,True,True,cont_no_retrace,0.06593406593424023,False,False,False,True,True,True,target,target,target,False,False,0.4698361965642183
EURUSD,1321,-1,London,Thu,2,15,True,33.0,True,True,cont_no_retrace,0.28000000000008884,True,True,True,False,False,False,fail,fail,target,True,True,0.4066360748323546
EURUSD,1322,1,London,Thu,3,11,True,56.0,True,True,retrace_cont,1.4944444444444698,True,True,True,True,True,False,target,fail,target,False,True,0.31622746185856426
EURUSD,1323,1,London,Thu,4,6,True,37.0,True,True,cont_no_retrace,0.023076923076987457,False,False,False,True,True,False,target,neither,target,False,False,0.7089279787587477
EURUSD,1374,-1,London,Tue,3,22,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
EURUSD,1375,-1,London,Tue,4,0,True,26.0,True,True,cont_no_retrace,0.23448275862070234,True,True,True,False,False,False,fail,fail,target,True,True,0.8597672994489776
EURUSD,1390,1,London,Wed,2,0,True,25.0,True,True,cont_no_retrace,0.09999999999992598,True,True,True,False,True,False,fail,fail,target,True,True,0.1532258064515434
EURUSD,1391,1,London,Wed,3,5,False,,False,False,,,False,False,False,False,False,False,,,,False,False,
