hour,wd,target,directional,body_atr,target_2h,prev_hour,prev_2h,prev_session,prev_day,prev_hour_body_atr,prev_hour_swept,open_vs_day_open,open_vs_midnight,open_vs_session_mid,agree_hour_session,prev_hour_closed_outside,pair
9,Wed,1.0,False,0.2546226129130475,1.0,1.0,1.0,-1.0,-1.0,0.5310700212186189,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.4998347107437308,-1.0,1.0,1.0,1.0,1.0,0.166611570247969,0,-1.0,1.0,-1.0,1.0,0,GBPUSD
9,Thu,1.0,False,0.10354391371326357,1.0,-1.0,1.0,1.0,1.0,0.554699537750248,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Tue,1.0,True,2.200803212851546,1.0,-1.0,1.0,1.0,-1.0,0.2248995983936199,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,-1.0,True,1.457142857142869,-1.0,-1.0,-1.0,1.0,-1.0,0.771428571428598,0,-1.0,-1.0,1.0,0.0,0,GBPUSD
3,Wed,-1.0,True,1.4062216852914828,-1.0,1.0,1.0,1.0,1.0,0.28994261552397727,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Wed,-1.0,True,2.3265700483091107,-1.0,1.0,1.0,-1.0,1.0,0.22415458937190114,0,-1.0,-1.0,1.0,0.0,0,GBPUSD
3,Thu,-1.0,True,0.7890017931859596,-1.0,1.0,1.0,1.0,-1.0,0.3945008965929798,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Thu,1.0,True,1.141115513562942,1.0,-1.0,-1.0,1.0,-1.0,0.9289850655288784,0,1.0,-1.0,1.0,0.0,0,GBPUSD
3,Tue,1.0,False,0.008679927667133516,1.0,1.0,1.0,-1.0,1.0,0.16491862567823504,1,1.0,1.0,1.0,0.0,0,GBPUSD
9,Tue,-1.0,False,0.8738069989396164,-1.0,1.0,-1.0,1.0,1.0,0.7889713679744332,0,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Wed,1.0,True,1.9126717557252142,1.0,-1.0,-1.0,1.0,-1.0,0.131908396946617,1,1.0,1.0,1.0,0.0,0,GBPUSD
9,Wed,1.0,True,0.5482052803322062,1.0,-1.0,-1.0,1.0,-1.0,0.07119549095223252,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,1.0,True,1.1850907932462948,1.0,1.0,1.0,0.0,1.0,0.592545396623105,-1,-1.0,-1.0,-1.0,0.0,1,GBPUSD
9,Thu,-1.0,True,1.5700934579439487,-1.0,1.0,1.0,1.0,1.0,0.797124370956161,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Tue,-1.0,False,0.14259881167654226,-1.0,-1.0,1.0,1.0,1.0,0.26659777835180837,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,1.0,True,1.0879120879120616,1.0,1.0,-1.0,1.0,1.0,0.1846153846154263,0,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Wed,-1.0,True,0.7502038597444881,-1.0,-1.0,-1.0,1.0,1.0,0.5479749932046456,1,1.0,1.0,1.0,0.0,-1,GBPUSD
9,Wed,1.0,True,1.3732210281729706,1.0,1.0,1.0,-1.0,1.0,0.5437118791751406,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.08969567538709854,-1.0,1.0,1.0,1.0,-1.0,0.5253603844100673,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Thu,-1.0,False,0.13107932379716672,-1.0,-1.0,1.0,1.0,-1.0,0.3120936280885318,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Tue,-1.0,False,0.2779532533165104,-1.0,-1.0,1.0,1.0,-1.0,0.3689197725836463,0,-1.0,1.0,1.0,0.0,0,GBPUSD
9,Tue,-1.0,False,0.08433236874741709,-1.0,-1.0,-1.0,-1.0,-1.0,0.17858619264154377,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Wed,1.0,True,0.5580204778157227,1.0,1.0,-1.0,-1.0,-1.0,0.14334470989764186,1,1.0,1.0,1.0,0.0,0,GBPUSD
9,Wed,-1.0,True,1.0467969104951986,-1.0,1.0,1.0,1.0,-1.0,0.8450704225351883,0,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Thu,-1.0,False,0.7428438445426031,-1.0,-1.0,-1.0,-1.0,-1.0,3.3846869909238437,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,1.0,False,0.03990024937659837,1.0,-1.0,-1.0,-1.0,-1.0,0.23940149625936874,1,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Tue,-1.0,True,1.0417021276595826,1.0,1.0,-1.0,1.0,-1.0,0.04765957446809437,0,-1.0,1.0,1.0,1.0,0,GBPUSD
9,Tue,-1.0,False,0.30604982206415965,-1.0,1.0,1.0,1.0,-1.0,0.3060498220640016,0,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Wed,-1.0,True,1.489908256880729,-1.0,1.0,1.0,-1.0,1.0,0.6458715596330269,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Wed,-1.0,False,0.12915479582146602,-1.0,-1.0,-1.0,1.0,1.0,0.5925925925925989,0,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Thu,1.0,False,0.46325770402976285,1.0,-1.0,-1.0,1.0,-1.0,0.008127328140926855,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Thu,1.0,False,0.7177724303883875,-1.0,-1.0,-1.0,1.0,-1.0,2.0625644551393583,0,-1.0,1.0,1.0,0.0,-1,GBPUSD
3,Tue,1.0,False,0.26729665879171727,1.0,-1.0,-1.0,-1.0,-1.0,0.4211947350656927,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Tue,1.0,True,0.8674698795181576,1.0,-1.0,-1.0,1.0,-1.0,0.4151992585728384,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Wed,-1.0,True,6.340493747996161,-1.0,-1.0,1.0,1.0,1.0,0.12311638345635889,0,-1.0,1.0,-1.0,0.0,0,GBPUSD
9,Wed,-1.0,True,0.9933669408331101,-1.0,1.0,1.0,-1.0,1.0,1.006102414433618,0,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.27286208601082346,-1.0,1.0,-1.0,-1.0,-1.0,0.1720217498763658,0,-1.0,1.0,1.0,0.0,0,GBPUSD
9,Thu,-1.0,False,0.5154769425142346,-1.0,1.0,1.0,1.0,-1.0,0.6140240050536909,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Tue,1.0,False,0.937571811566246,1.0,-1.0,1.0,1.0,-1.0,0.2573726541555441,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,-1.0,True,1.9196675900277282,-1.0,1.0,1.0,-1.0,-1.0,0.20775623268704987,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Wed,-1.0,True,1.791477787851315,-1.0,1.0,1.0,1.0,-1.0,0.4206708975521535,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Wed,1.0,False,0.13575468889544381,1.0,-1.0,-1.0,-1.0,-1.0,1.7147960702589977,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
3,Thu,1.0,True,0.8093947606142701,1.0,-1.0,1.0,1.0,-1.0,0.014453477868206525,-1,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Thu,1.0,False,0.08002424977269623,1.0,1.0,1.0,1.0,-1.0,0.29827220369809926,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Tue,1.0,False,0.16332703213616656,1.0,1.0,1.0,-1.0,-1.0,0.5444234404536199,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,-1.0,False,0.02826855123672497,1.0,-1.0,-1.0,1.0,-1.0,0.8103651354535496,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Wed,-1.0,False,0.06801007556669278,1.0,1.0,1.0,-1.0,1.0,0.6498740554156797,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Wed,1.0,True,2.9658639851812003,1.0,-1.0,-1.0,-1.0,1.0,1.3781423657052005,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
3,Thu,1.0,True,1.1047942299533342,1.0,1.0,1.0,-1.0,-1.0,0.9062367416206505,-1,-1.0,-1.0,-1.0,0.0,1,GBPUSD
9,Thu,-1.0,True,2.170648464163863,-1.0,-1.0,-1.0,1.0,-1.0,0.010238907849782892,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Tue,1.0,False,0.27608874281011,1.0,1.0,1.0,1.0,-1.0,0.7099424815119199,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Tue,1.0,True,2.11077542799609,1.0,-1.0,-1.0,1.0,-1.0,0.2980866062437001,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Wed,1.0,True,1.8885595732068439,1.0,1.0,-1.0,-1.0,1.0,0.12092471843509398,0,1.0,1.0,1.0,0.0,0,GBPUSD
9,Wed,-1.0,False,0.19924307166402414,1.0,1.0,1.0,-1.0,1.0,0.3252350140397811,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.15521064301545298,-1.0,-1.0,-1.0,1.0,-1.0,0.09756097560970485,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Thu,1.0,True,0.9699999999999055,1.0,1.0,1.0,1.0,-1.0,0.794999999999982,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Tue,1.0,False,0.7442949093037367,1.0,-1.0,-1.0,-1.0,-1.0,0.6951433586893315,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Tue,-1.0,True,1.3797068123023655,-1.0,-1.0,-1.0,-1.0,-1.0,0.75883874676637,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Wed,1.0,True,0.5806949806949334,1.0,-1.0,-1.0,1.0,-1.0,0.42625482625486744,1,1.0,1.0,1.0,0.0,0,GBPUSD
9,Wed,-1.0,True,2.783329018897259,-1.0,1.0,-1.0,1.0,-1.0,0.5777892829406431,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Thu,-1.0,True,1.0050541516244642,-1.0,1.0,-1.0,-1.0,-1.0,0.11552346570395845,0,1.0,-1.0,1.0,0.0,0,GBPUSD
9,Thu,1.0,True,1.7648612945838296,1.0,-1.0,-1.0,-1.0,-1.0,0.4280052840158399,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Tue,-1.0,True,1.2494881544312029,-1.0,-1.0,1.0,-1.0,1.0,0.2667446621818021,1,1.0,1.0,1.0,-1.0,0,GBPUSD
9,Tue,1.0,False,0.23482187656792064,1.0,-1.0,1.0,-1.0,1.0,0.499749121926806,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Wed,-1.0,True,1.0368986454927172,-1.0,1.0,1.0,-1.0,1.0,0.5604857543204785,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Wed,-1.0,True,2.043234587670183,-1.0,1.0,1.0,-1.0,1.0,0.4611689351481599,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.5613608748482318,-1.0,-1.0,-1.0,-1.0,-1.0,0.33535844471455123,1,1.0,1.0,1.0,-1.0,0,GBPUSD
9,Thu,-1.0,False,0.7659574468084871,-1.0,1.0,1.0,-1.0,-1.0,0.5390070921986467,-1,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Tue,1.0,True,0.46683046683047635,1.0,-1.0,-1.0,1.0,-1.0,0.11793611793612839,0,1.0,1.0,-1.0,0.0,0,GBPUSD
9,Tue,-1.0,False,0.38701874622048144,-1.0,-1.0,-1.0,1.0,-1.0,1.1852449103003855,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Wed,1.0,False,0.4304381245196832,1.0,1.0,1.0,1.0,1.0,1.1314373558801152,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Wed,-1.0,False,0.6885245901639333,1.0,1.0,1.0,1.0,1.0,2.1393442622950154,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Thu,-1.0,False,0.11212333566922551,-1.0,-1.0,-1.0,-1.0,1.0,0.5045550105115149,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,1.0,True,0.8220101066816442,1.0,-1.0,-1.0,1.0,1.0,0.15496911847288672,0,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Tue,1.0,True,1.4972776769509197,1.0,1.0,1.0,-1.0,-1.0,0.6914700544465299,-1,-1.0,-1.0,-1.0,0.0,1,GBPUSD
9,Tue,-1.0,False,0.32417582417587926,-1.0,1.0,1.0,-1.0,-1.0,1.346153846153903,1,-1.0,-1.0,1.0,0.0,0,GBPUSD
3,Wed,-1.0,False,0.5053763440859921,-1.0,-1.0,-1.0,1.0,1.0,0.849462365591356,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Wed,1.0,False,0.12175015852886033,1.0,1.0,-1.0,-1.0,1.0,0.24857324032967673,0,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.07984790874513681,-1.0,1.0,1.0,1.0,1.0,0.7927756653992386,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Thu,1.0,False,0.5051940951339111,1.0,1.0,1.0,1.0,1.0,1.6139967195189446,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Tue,-1.0,False,0.5354818717075043,-1.0,-1.0,-1.0,-1.0,1.0,0.3718624109079203,0,-1.0,-1.0,1.0,-1.0,0,GBPUSD
3,Wed,1.0,True,1.1189827429608497,-1.0,-1.0,-1.0,-1.0,1.0,2.5140781108083607,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Wed,-1.0,True,0.8547096774193192,-1.0,1.0,1.0,-1.0,1.0,1.8085161290322864,-1,0.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,-1.0,False,0.09439528023595303,-1.0,-1.0,-1.0,1.0,-1.0,0.4424778761060872,-1,-1.0,1.0,1.0,0.0,0,GBPUSD
9,Thu,1.0,False,0.23695345557127775,-1.0,1.0,-1.0,-1.0,-1.0,0.1286318758816152,1,1.0,1.0,1.0,0.0,0,GBPUSD
3,Tue,-1.0,False,0.4041700080191833,-1.0,1.0,1.0,-1.0,1.0,1.7642341619887743,-1,-1.0,-1.0,-1.0,0.0,1,GBPUSD
9,Tue,-1.0,False,0.624867162592972,1.0,-1.0,1.0,1.0,1.0,0.2678002125399058,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Wed,-1.0,False,0.29671255970778027,-1.0,-1.0,-1.0,1.0,1.0,1.4228715931440294,0,1.0,1.0,1.0,0.0,-1,GBPUSD
9,Wed,1.0,False,0.6059629331184169,1.0,-1.0,-1.0,-1.0,1.0,1.0185334407735183,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Thu,1.0,True,1.614935822637107,1.0,1.0,1.0,1.0,-1.0,0.732788798133052,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Thu,-1.0,False,0.484472049689393,-1.0,-1.0,-1.0,1.0,-1.0,0.8985507246376763,0,-1.0,-1.0,1.0,0.0,0,GBPUSD
3,Tue,1.0,False,0.21408797293134002,1.0,-1.0,-1.0,1.0,-1.0,0.17717625346049282,0,-1.0,1.0,1.0,0.0,0,GBPUSD
9,Tue,-1.0,False,0.22618646920234145,-1.0,1.0,1.0,1.0,-1.0,1.3086502860989537,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Thu,-1.0,False,0.21694915254241953,1.0,-1.0,-1.0,-1.0,1.0,0.6973365617432702,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,-1.0,True,1.4130323242688319,-1.0,1.0,-1.0,-1.0,1.0,0.29656233966137413,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Tue,-1.0,False,0.42664266426646963,-1.0,1.0,1.0,1.0,-1.0,0.7236723672367982,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Tue,-1.0,False,0.09659090909091297,-1.0,-1.0,-1.0,-1.0,-1.0,0.11363636363635336,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
3,Thu,-1.0,True,1.5466957946477036,-1.0,-1.0,-1.0,1.0,-1.0,0.48498088476240814,0,-1.0,1.0,1.0,0.0,0,GBPUSD
9,Thu,-1.0,False,0.32546177227029877,-1.0,-1.0,-1.0,-1.0,-1.0,0.8866027589432663,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
3,Tue,1.0,False,0.39373939279649434,1.0,1.0,1.0,1.0,1.0,0.6698095417688725,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Tue,-1.0,True,0.7123409953135603,-1.0,1.0,1.0,-1.0,1.0,0.8408837313099967,0,-1.0,-1.0,1.0,0.0,0,GBPUSD
3,Wed,-1.0,True,1.7202017520574293,-1.0,-1.0,-1.0,1.0,-1.0,1.3506769312449554,1,1.0,1.0,1.0,0.0,-1,GBPUSD
9,Wed,-1.0,True,1.3754385964913016,-1.0,1.0,-1.0,-1.0,-1.0,0.9122807017544391,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Thu,1.0,True,1.0664206642065823,1.0,-1.0,-1.0,-1.0,-1.0,1.3210332103320728,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,1.0,True,0.5440806045340835,1.0,1.0,1.0,-1.0,-1.0,0.28211586901760327,-1,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Tue,1.0,False,0.13581890812241762,-1.0,-1.0,1.0,-1.0,1.0,0.1358189081225063,0,-1.0,-1.0,1.0,-1.0,0,GBPUSD
9,Tue,1.0,False,0.12123323462816575,1.0,-1.0,-1.0,-1.0,1.0,0.4264065493816515,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
3,Wed,-1.0,True,1.2394160583941174,-1.0,1.0,1.0,-1.0,1.0,1.5941605839416517,0,-1.0,-1.0,-1.0,0.0,1,GBPUSD
9,Wed,-1.0,True,1.280391813888403,-1.0,1.0,1.0,1.0,1.0,3.5473150253628916,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Thu,-1.0,False,0.5933466642428771,-1.0,-1.0,1.0,-1.0,1.0,0.09598254862747294,1,1.0,-1.0,1.0,-1.0,0,GBPUSD
9,Thu,1.0,False,0.030644818046366738,1.0,-1.0,-1.0,-1.0,1.0,0.010214939348751109,1,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Tue,-1.0,False,0.28833292048548537,-1.0,1.0,-1.0,-1.0,1.0,0.1456527124102365,0,1.0,1.0,1.0,0.0,0,GBPUSD
9,Tue,1.0,False,0.0667501042970309,1.0,1.0,1.0,-1.0,1.0,1.128076762619926,0,1.0,1.0,-1.0,0.0,0,GBPUSD
3,Wed,1.0,True,0.9626687847497468,1.0,-1.0,-1.0,-1.0,1.0,0.13343923749009745,1,1.0,1.0,1.0,-1.0,0,GBPUSD
9,Wed,-1.0,False,0.44372990353698666,-1.0,-1.0,-1.0,1.0,1.0,0.52572347266882,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,-1.0,True,0.6011955593509785,1.0,-1.0,-1.0,-1.0,-1.0,0.28010247651581405,1,1.0,1.0,1.0,-1.0,0,GBPUSD
9,Thu,1.0,False,0.41915085817527253,-1.0,1.0,1.0,1.0,-1.0,0.542005420054229,0,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Tue,-1.0,False,0.23165091494069576,1.0,-1.0,-1.0,-1.0,1.0,0.1785642469335378,1,1.0,1.0,1.0,-1.0,0,GBPUSD
9,Tue,1.0,False,0.2637966567437765,1.0,-1.0,-1.0,-1.0,1.0,0.1593771467826322,1,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Wed,-1.0,False,0.7703703703703135,-1.0,-1.0,-1.0,1.0,-1.0,0.5999999999999794,-1,-1.0,1.0,-1.0,0.0,0,GBPUSD
9,Wed,1.0,True,0.6777292576418691,1.0,-1.0,-1.0,-1.0,-1.0,1.9144104803493394,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
3,Thu,1.0,False,0.15825375170538913,-1.0,1.0,1.0,-1.0,1.0,0.6275579809005264,1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Thu,-1.0,False,0.20713150124917384,-1.0,1.0,1.0,-1.0,1.0,1.5970928912104707,-1,-1.0,-1.0,-1.0,0.0,1,GBPUSD
3,Tue,1.0,False,0.17595307917894198,1.0,1.0,1.0,-1.0,1.0,0.20762463343111404,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,1.0,True,0.756950089416368,1.0,1.0,1.0,1.0,1.0,0.5423508372622292,0,1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Wed,1.0,False,0.2767419038272679,1.0,1.0,1.0,1.0,1.0,1.495583905790002,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Wed,1.0,False,0.07768786127169237,1.0,-1.0,-1.0,1.0,1.0,1.2374566473988182,0,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,-1.0,True,1.7746248294679086,-1.0,-1.0,-1.0,-1.0,1.0,0.7923601637108681,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,1.0,False,0.47899744720357285,1.0,1.0,-1.0,-1.0,1.0,0.5124158737526276,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Tue,1.0,True,1.2935444579780948,1.0,-1.0,-1.0,-1.0,-1.0,1.3666260657734575,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Tue,1.0,False,0.6052871467639726,1.0,1.0,1.0,1.0,-1.0,1.2616226071102907,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Wed,-1.0,True,1.002557544756949,-1.0,1.0,1.0,-1.0,1.0,0.9820971867007002,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Wed,1.0,True,0.9411764705883071,1.0,-1.0,-1.0,1.0,1.0,3.8135981665394083,1,1.0,1.0,1.0,0.0,-1,GBPUSD
3,Thu,-1.0,True,1.4452079566003764,-1.0,1.0,1.0,1.0,-1.0,0.9591320072332866,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Thu,1.0,True,0.5087878238810888,1.0,1.0,-1.0,-1.0,-1.0,0.16959594129366407,1,-1.0,1.0,1.0,0.0,0,GBPUSD
3,Tue,-1.0,False,0.39569892473128837,-1.0,1.0,1.0,-1.0,1.0,1.1784946236559835,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,1.0,True,1.166896551724243,1.0,1.0,-1.0,-1.0,1.0,0.3062068965518911,1,1.0,1.0,1.0,0.0,0,GBPUSD
3,Wed,-1.0,False,0.37674418604649884,-1.0,1.0,-1.0,-1.0,-1.0,0.1674418604649729,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Wed,1.0,False,0.08737048445810904,-1.0,1.0,1.0,-1.0,-1.0,0.329319518342264,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Thu,1.0,True,0.9896907216494725,1.0,1.0,1.0,1.0,-1.0,0.359887535145293,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
9,Thu,1.0,False,0.030360531309328295,1.0,1.0,1.0,1.0,-1.0,1.0474383301707306,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Tue,1.0,False,0.47228381374721046,1.0,-1.0,-1.0,1.0,-1.0,1.2106430155211412,1,1.0,1.0,1.0,0.0,-1,GBPUSD
9,Tue,-1.0,True,0.5427468284611332,-1.0,1.0,1.0,1.0,-1.0,0.8869277440706645,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Wed,1.0,False,0.23300970873782145,1.0,-1.0,1.0,-1.0,1.0,0.02824360105916313,0,1.0,-1.0,1.0,-1.0,0,GBPUSD
9,Wed,1.0,True,0.8222222222221645,1.0,1.0,1.0,-1.0,1.0,0.7629629629630116,-1,1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,1.0,False,0.34706684856748143,1.0,1.0,1.0,-1.0,1.0,0.23574351978166633,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Thu,-1.0,False,0.23656973878755627,-1.0,-1.0,-1.0,1.0,1.0,2.0285855101035444,1,1.0,1.0,1.0,0.0,-1,GBPUSD
3,Tue,1.0,False,0.8173374613003643,1.0,1.0,1.0,-1.0,1.0,0.30252100840334106,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,-1.0,True,0.6530267875975668,-1.0,-1.0,-1.0,1.0,1.0,1.2301202278000207,-1,-1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Wed,1.0,True,1.1224615384615764,1.0,1.0,1.0,1.0,1.0,1.1716923076922314,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
9,Wed,1.0,True,2.3217612193056785,1.0,1.0,-1.0,1.0,1.0,0.48772226926337775,0,-1.0,-1.0,1.0,1.0,0,GBPUSD
3,Thu,-1.0,True,0.6858573216520978,-1.0,1.0,1.0,1.0,1.0,0.4605757196495685,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
9,Thu,1.0,False,0.28695652173903513,-1.0,1.0,1.0,-1.0,1.0,0.5478260869565083,0,-1.0,1.0,-1.0,0.0,0,GBPUSD
3,Tue,1.0,True,0.7645926876202653,1.0,1.0,-1.0,1.0,-1.0,0.8774855676716362,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
9,Tue,-1.0,True,0.76234639462084,-1.0,1.0,1.0,1.0,-1.0,1.135172733596125,-1,-1.0,-1.0,-1.0,1.0,1,GBPUSD
3,Wed,1.0,True,0.7456556082148258,1.0,-1.0,-1.0,-1.0,1.0,0.9289099526065492,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Wed,-1.0,False,0.5025853154084681,1.0,-1.0,1.0,1.0,1.0,0.07445708376415626,-1,1.0,-1.0,-1.0,0.0,0,GBPUSD
3,Thu,1.0,False,0.12137343625227273,-1.0,-1.0,-1.0,-1.0,1.0,0.4918818206015025,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,1.0,False,0.2624699919978797,1.0,1.0,-1.0,-1.0,1.0,0.03200853560956339,0,1.0,1.0,1.0,0.0,0,GBPUSD
3,Tue,1.0,True,0.6305882352942872,1.0,1.0,1.0,-1.0,1.0,0.5270588235295285,1,1.0,-1.0,-1.0,0.0,0,GBPUSD
9,Tue,-1.0,False,0.21301775147930627,-1.0,1.0,-1.0,-1.0,1.0,0.41715976331358395,1,1.0,1.0,1.0,0.0,0,GBPUSD
3,Wed,-1.0,False,0.46427457098290204,-1.0,-1.0,-1.0,-1.0,1.0,0.5092043681747529,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Wed,-1.0,False,0.022813688212908818,1.0,-1.0,1.0,-1.0,1.0,0.8212927756655617,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Thu,-1.0,True,0.9618196588139323,-1.0,-1.0,-1.0,-1.0,1.0,0.5783915515841201,1,1.0,1.0,1.0,-1.0,-1,GBPUSD
9,Thu,1.0,False,0.07239819004532302,1.0,-1.0,-1.0,-1.0,1.0,0.14479638009051207,0,1.0,1.0,1.0,-1.0,0,GBPUSD
3,Tue,-1.0,False,0.6125609406365379,-1.0,-1.0,-1.0,1.0,1.0,0.5712646974477381,0,1.0,1.0,1.0,0.0,0,GBPUSD
9,Tue,-1.0,True,0.611422172452393,-1.0,1.0,1.0,1.0,1.0,0.8129899216126572,-1,-1.0,-1.0,-1.0,1.0,0,GBPUSD
3,Wed,-1.0,True,2.3002944062807296,-1.0,1.0,1.0,-1.0,1.0,0.6830225711482965,0,1.0,-1.0,-1.0,0.0,0,GBPUSD
