hour,wd,target,directional,body_atr,target_2h,prev_hour,prev_2h,prev_session,prev_day,prev_hour_body_atr,prev_hour_swept,open_vs_day_open,open_vs_midnight,open_vs_session_mid,agree_hour_session,prev_hour_closed_outside,pair
3,Thu,1.0,False,0.21811572250830397,1.0,1.0,1.0,-1.0,-1.0,0.24719781884277678,0,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Thu,-1.0,False,0.21890547263692375,-1.0,-1.0,-1.0,1.0,-1.0,3.522388059701581,0,1.0,1.0,1.0,0.0,-1,EURUSD
3,Tue,1.0,True,1.5744680851063964,1.0,1.0,1.0,1.0,1.0,0.4072948328267053,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Tue,-1.0,True,0.9851576994434198,-1.0,-1.0,-1.0,1.0,1.0,0.7959183673469451,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Wed,1.0,True,1.0319735391400275,1.0,1.0,1.0,1.0,1.0,1.869900771775095,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Wed,1.0,True,2.2111801242236697,1.0,1.0,1.0,1.0,1.0,0.8198757763974682,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Thu,1.0,False,0.09479649665119112,1.0,-1.0,-1.0,1.0,1.0,0.14425553838230704,-1,-1.0,1.0,1.0,0.0,0,EURUSD
9,Thu,1.0,False,0.48287112561171985,-1.0,1.0,1.0,-1.0,1.0,1.1179989124523995,-1,-1.0,-1.0,-1.0,0.0,1,EURUSD
3,Tue,1.0,True,1.732633788037736,1.0,1.0,1.0,1.0,1.0,0.906610703043043,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Tue,1.0,False,0.09475762228562569,1.0,1.0,1.0,1.0,1.0,0.7054178547926665,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Wed,1.0,True,0.5624532535526996,1.0,-1.0,-1.0,-1.0,1.0,0.670157068062839,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Wed,1.0,False,0.25601750547039126,1.0,-1.0,-1.0,-1.0,1.0,1.4901531728665383,0,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Thu,-1.0,False,0.5684539302446447,-1.0,-1.0,-1.0,-1.0,-1.0,0.6621551275377805,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Thu,1.0,False,0.7355212355211649,1.0,-1.0,-1.0,-1.0,-1.0,1.2451737451737968,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Tue,1.0,True,1.2729970326409934,1.0,1.0,1.0,-1.0,1.0,1.1483679525222725,1,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Tue,1.0,False,0.07356948228876564,1.0,-1.0,-1.0,1.0,1.0,0.4005449591281476,1,1.0,-1.0,1.0,0.0,0,EURUSD
3,Wed,-1.0,True,2.0324324324324445,-1.0,-1.0,-1.0,-1.0,1.0,0.7639639639640003,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Wed,-1.0,True,0.4925639500297979,-1.0,-1.0,1.0,-1.0,1.0,0.542534205829927,0,1.0,1.0,1.0,-1.0,0,EURUSD
3,Thu,-1.0,False,0.8591012947449396,-1.0,-1.0,-1.0,-1.0,-1.0,0.12185833968024362,1,1.0,1.0,1.0,-1.0,0,EURUSD
9,Thu,-1.0,False,0.5017421602787157,-1.0,-1.0,-1.0,-1.0,-1.0,0.9437531110004445,1,1.0,1.0,1.0,-1.0,0,EURUSD
3,Tue,-1.0,False,0.5107871720115802,-1.0,-1.0,-1.0,1.0,-1.0,0.6017492711370727,1,1.0,1.0,1.0,0.0,0,EURUSD
9,Tue,-1.0,True,0.5634782608696935,-1.0,1.0,1.0,1.0,-1.0,0.49391304347824366,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Wed,-1.0,False,0.06508474576277677,1.0,1.0,1.0,-1.0,-1.0,0.14644067796615742,0,1.0,-1.0,1.0,0.0,0,EURUSD
9,Wed,-1.0,False,0.8851325393777075,1.0,-1.0,-1.0,1.0,-1.0,0.746830580099864,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Thu,-1.0,False,0.5707890318970406,1.0,1.0,-1.0,1.0,-1.0,0.2618914381645947,0,-1.0,1.0,-1.0,1.0,0,EURUSD
9,Thu,-1.0,False,0.440311636089403,1.0,0.0,1.0,1.0,-1.0,0.0,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,False,0.06908462867011242,-1.0,-1.0,-1.0,1.0,0.0,1.2504317789292343,1,1.0,1.0,1.0,0.0,-1,EURUSD
9,Tue,1.0,False,0.4135472370766609,1.0,-1.0,-1.0,-1.0,0.0,1.20499108734399,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Wed,1.0,False,0.23912321487874555,1.0,-1.0,-1.0,-1.0,-1.0,0.25506476253743476,1,0.0,1.0,1.0,-1.0,0,EURUSD
9,Wed,1.0,True,1.438621679827705,1.0,1.0,-1.0,1.0,-1.0,0.6547020818376239,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Thu,1.0,True,1.6522539098435618,1.0,1.0,1.0,1.0,1.0,1.3836246550138747,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Thu,-1.0,False,0.15218769816104902,-1.0,1.0,1.0,1.0,1.0,0.8852251109701976,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Tue,1.0,False,0.27959902465459296,-1.0,-1.0,1.0,1.0,-1.0,0.24383635871038656,0,-1.0,1.0,-1.0,0.0,0,EURUSD
9,Tue,1.0,False,0.5006657789613563,1.0,1.0,1.0,-1.0,-1.0,0.24145583666223452,0,-1.0,1.0,1.0,0.0,0,EURUSD
3,Wed,1.0,False,0.39371381306865955,-1.0,-1.0,1.0,1.0,1.0,0.2282878411910931,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,1.0,True,1.2035928143712344,1.0,1.0,-1.0,-1.0,1.0,0.0628742514969527,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,-1.0,False,0.05965427635298396,1.0,1.0,1.0,1.0,-1.0,0.0813467404812925,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Thu,1.0,False,0.7907888290054097,1.0,-1.0,1.0,1.0,-1.0,0.2763351298382959,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,-1.0,True,0.7008914847832757,1.0,-1.0,1.0,1.0,1.0,0.2213341530894296,-1,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Tue,-1.0,False,0.526810912511698,-1.0,-1.0,-1.0,-1.0,1.0,0.6660395108184529,1,1.0,1.0,1.0,-1.0,0,EURUSD
3,Wed,-1.0,True,0.8165498375790481,1.0,1.0,1.0,1.0,-1.0,1.4156266028380744,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Wed,-1.0,False,0.4997375328084108,1.0,1.0,1.0,1.0,-1.0,0.23517060367449688,0,-1.0,-1.0,1.0,1.0,0,EURUSD
3,Thu,1.0,False,0.2934963868816472,1.0,-1.0,-1.0,-1.0,1.0,0.43579766536964076,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Tue,-1.0,True,1.6976704642067428,-1.0,1.0,1.0,1.0,1.0,0.5060363883693777,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Tue,-1.0,True,0.7072157159047948,-1.0,-1.0,-1.0,-1.0,1.0,0.1178692859840989,0,1.0,1.0,1.0,-1.0,0,EURUSD
3,Wed,1.0,False,0.279775280898834,1.0,-1.0,-1.0,1.0,-1.0,0.4584269662921375,0,1.0,1.0,-1.0,0.0,0,EURUSD
9,Wed,-1.0,False,0.1717990275526463,-1.0,1.0,-1.0,1.0,-1.0,0.2884927066450723,0,1.0,-1.0,-1.0,1.0,0,EURUSD
3,Thu,1.0,True,0.6261896947817448,1.0,-1.0,-1.0,1.0,-1.0,0.11421069904820537,0,-1.0,1.0,1.0,0.0,0,EURUSD
9,Thu,1.0,False,0.16022487702039967,1.0,-1.0,-1.0,1.0,-1.0,0.2656359803232228,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,False,0.12713360800470686,1.0,1.0,-1.0,-1.0,1.0,0.4096527369040322,0,1.0,1.0,1.0,0.0,0,EURUSD
9,Tue,1.0,True,1.7900826446281881,1.0,-1.0,-1.0,-1.0,1.0,0.1636363636363376,1,1.0,1.0,1.0,-1.0,0,EURUSD
3,Wed,1.0,False,0.377179763186279,-1.0,1.0,1.0,-1.0,-1.0,0.4908503767491902,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,1.0,False,0.020087884494684058,-1.0,1.0,1.0,-1.0,-1.0,0.567482736974295,1,1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,1.0,False,0.13991031390142625,1.0,-1.0,-1.0,-1.0,-1.0,0.14529147982062457,1,1.0,1.0,1.0,-1.0,0,EURUSD
9,Thu,-1.0,False,0.26910755148747223,1.0,-1.0,1.0,1.0,-1.0,0.6700228832951997,-1,1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,False,0.4868660598179432,1.0,-1.0,1.0,1.0,1.0,0.36202860858258734,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Tue,1.0,False,0.7597546012269965,1.0,1.0,1.0,1.0,1.0,0.08834355828226363,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Wed,1.0,False,0.41230523371957084,-1.0,1.0,1.0,-1.0,1.0,1.0355573312026207,0,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,1.0,False,0.08664259927797957,1.0,-1.0,1.0,1.0,1.0,0.4383096198767579,0,1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,-1.0,True,1.1571526040482736,-1.0,-1.0,-1.0,1.0,-1.0,0.7805321810325402,1,1.0,1.0,1.0,0.0,0,EURUSD
9,Thu,1.0,False,0.19107479572598016,1.0,1.0,1.0,-1.0,-1.0,0.432432432432358,0,1.0,1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,False,0.03552047360628427,1.0,-1.0,-1.0,1.0,-1.0,0.2525900345337815,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Tue,1.0,True,1.4928533615669903,1.0,1.0,1.0,-1.0,-1.0,0.14610905240864935,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Wed,1.0,False,0.12991452991446875,1.0,-1.0,-1.0,1.0,1.0,0.1641025641024229,0,1.0,1.0,1.0,0.0,0,EURUSD
9,Wed,1.0,False,0.42739726027397146,1.0,-1.0,-1.0,1.0,1.0,0.7342465753424045,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,1.0,True,1.8157543391188722,1.0,1.0,-1.0,1.0,-1.0,0.021361815754242015,0,-1.0,1.0,-1.0,1.0,0,EURUSD
9,Thu,1.0,True,1.536917562724042,1.0,-1.0,-1.0,1.0,-1.0,1.0093189964157734,1,-1.0,1.0,1.0,0.0,-1,EURUSD
3,Tue,1.0,False,0.18084589207585677,1.0,1.0,1.0,-1.0,1.0,0.7233835683032975,-1,-1.0,-1.0,-1.0,0.0,1,EURUSD
9,Tue,-1.0,False,0.7729039422541898,-1.0,1.0,-1.0,1.0,1.0,0.07329261521380656,0,-1.0,-1.0,1.0,1.0,0,EURUSD
3,Wed,1.0,False,0.06248372819577574,-1.0,1.0,-1.0,1.0,1.0,0.16870606612860836,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Wed,1.0,True,0.6119298245614224,1.0,-1.0,-1.0,1.0,1.0,0.8421052631579254,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,-1.0,False,0.5806014017635777,-1.0,1.0,1.0,1.0,1.0,0.010852362649856312,0,-1.0,1.0,-1.0,1.0,0,EURUSD
9,Thu,-1.0,False,0.7820543093270028,-1.0,1.0,1.0,-1.0,1.0,0.9293978748523456,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Tue,-1.0,False,1.2606635071088332,-1.0,1.0,-1.0,-1.0,1.0,0.009478672985844,1,1.0,1.0,1.0,0.0,0,EURUSD
9,Tue,1.0,True,1.2622950819670926,1.0,1.0,1.0,-1.0,1.0,0.5983606557376123,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Wed,-1.0,True,0.6728971962616905,1.0,1.0,1.0,-1.0,-1.0,0.5871357888950303,1,1.0,-1.0,1.0,0.0,0,EURUSD
9,Wed,-1.0,False,0.47483270293861574,-1.0,-1.0,-1.0,1.0,-1.0,0.55164387547284,0,1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,1.0,True,1.4949221394719518,1.0,-1.0,-1.0,-1.0,-1.0,0.2274881516588145,0,1.0,1.0,1.0,-1.0,0,EURUSD
9,Thu,1.0,True,4.154151068046638,1.0,-1.0,-1.0,1.0,-1.0,0.8086324598106239,0,1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,False,0.4301298701299199,-1.0,-1.0,1.0,-1.0,1.0,0.2119480519480564,1,1.0,1.0,1.0,-1.0,0,EURUSD
9,Tue,-1.0,True,0.616628175519682,-1.0,-1.0,-1.0,-1.0,1.0,0.5057736720553658,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Wed,1.0,True,1.071178529755006,1.0,-1.0,-1.0,-1.0,-1.0,0.315052508751509,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Wed,1.0,True,2.0351673284175247,1.0,-1.0,-1.0,1.0,-1.0,0.19058423142375108,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,1.0,False,0.18897637795279604,1.0,-1.0,-1.0,-1.0,1.0,0.2969628796400438,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Thu,1.0,False,0.2376950780311718,1.0,1.0,1.0,1.0,1.0,0.1296518607443482,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Tue,-1.0,False,0.8034717916924882,-1.0,1.0,1.0,-1.0,1.0,0.4091754494730753,0,1.0,-1.0,1.0,0.0,0,EURUSD
9,Tue,1.0,False,0.20396600566570058,1.0,1.0,1.0,1.0,1.0,0.3807365439094285,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
3,Wed,-1.0,True,0.8446771378707904,-1.0,1.0,1.0,-1.0,1.0,0.460732984293102,0,1.0,-1.0,1.0,0.0,0,EURUSD
9,Wed,1.0,False,2.0596739464780423,1.0,-1.0,-1.0,1.0,1.0,0.4281759458626625,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Thu,-1.0,False,0.3324099722991965,-1.0,1.0,1.0,1.0,1.0,0.767564845127094,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Thu,1.0,False,1.0107349298099795,-1.0,-1.0,1.0,1.0,1.0,0.16845582163501494,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,False,0.3056872037914236,-1.0,-1.0,-1.0,-1.0,1.0,0.19905213270146555,0,-1.0,1.0,-1.0,-1.0,0,EURUSD
9,Tue,-1.0,False,0.8497536945812734,-1.0,-1.0,1.0,1.0,1.0,0.4211822660099883,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Wed,1.0,False,0.3562592775853115,1.0,-1.0,1.0,1.0,-1.0,0.07718951014347097,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,-1.0,False,0.07574654042241125,-1.0,1.0,1.0,-1.0,-1.0,0.8215586307356919,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Thu,1.0,False,0.5377855887522052,1.0,-1.0,-1.0,-1.0,-1.0,0.6695957820738654,0,1.0,-1.0,1.0,-1.0,0,EURUSD
9,Thu,-1.0,False,0.16688396349406603,-1.0,1.0,1.0,1.0,-1.0,0.391134289439268,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
3,Tue,-1.0,False,0.2620829120323463,-1.0,1.0,1.0,1.0,1.0,0.21840242669365784,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Tue,-1.0,False,0.3875715453802456,-1.0,1.0,-1.0,-1.0,1.0,0.5739983646770794,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Wed,-1.0,True,0.714357178589311,-1.0,1.0,1.0,1.0,1.0,0.32416208104051203,0,-1.0,1.0,-1.0,1.0,0,EURUSD
9,Wed,-1.0,False,0.40106100795750066,1.0,-1.0,-1.0,-1.0,1.0,0.26737400530509464,0,1.0,1.0,1.0,-1.0,0,EURUSD
3,Thu,1.0,True,0.9215999999999247,1.0,1.0,-1.0,1.0,1.0,0.3455999999999895,0,-1.0,1.0,1.0,1.0,0,EURUSD
9,Thu,1.0,True,0.6748377793800245,1.0,-1.0,-1.0,1.0,1.0,1.16510454217744,0,-1.0,-1.0,1.0,0.0,0,EURUSD
3,Tue,-1.0,True,0.4543999999999942,-1.0,1.0,-1.0,1.0,1.0,0.019199999999983744,0,-1.0,1.0,1.0,1.0,0,EURUSD
9,Tue,-1.0,True,0.5916524286062719,-1.0,1.0,1.0,1.0,1.0,0.1523065657797963,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Wed,-1.0,False,0.414715719063587,-1.0,-1.0,-1.0,-1.0,1.0,0.6086956521738882,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Wed,1.0,False,0.5080946450809545,1.0,-1.0,-1.0,-1.0,1.0,1.3374844333748068,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Thu,1.0,True,0.4567862714508557,1.0,1.0,1.0,-1.0,1.0,0.5092043681747352,1,1.0,1.0,1.0,0.0,0,EURUSD
9,Thu,-1.0,True,3.7094527363183296,-1.0,-1.0,-1.0,1.0,1.0,0.6606965174130238,1,1.0,1.0,1.0,0.0,-1,EURUSD
3,Tue,1.0,True,0.4474789915966222,1.0,-1.0,-1.0,1.0,-1.0,0.4222689075629841,0,-1.0,1.0,-1.0,0.0,0,EURUSD
9,Tue,-1.0,False,0.056470588235244944,-1.0,-1.0,-1.0,-1.0,-1.0,0.37647058823524493,1,-1.0,1.0,1.0,-1.0,-1,EURUSD
3,Wed,1.0,True,0.6399062408438089,-1.0,1.0,1.0,-1.0,1.0,0.31643715206551853,0,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,1.0,True,1.6658986175114006,1.0,-1.0,-1.0,-1.0,1.0,0.7465437788018302,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Thu,-1.0,False,0.5025773195876636,-1.0,1.0,1.0,1.0,-1.0,0.33247422680407274,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Thu,-1.0,False,0.46956521739129764,-1.0,-1.0,-1.0,-1.0,-1.0,1.4608695652173276,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Tue,-1.0,True,0.7123287671232761,1.0,1.0,1.0,1.0,-1.0,0.8675799086757875,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Tue,1.0,False,0.761041902604703,-1.0,-1.0,-1.0,1.0,-1.0,1.286523216308003,1,-1.0,1.0,1.0,0.0,-1,EURUSD
3,Wed,1.0,True,0.5444234404537367,-1.0,1.0,1.0,1.0,-1.0,0.06805293005665412,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Wed,-1.0,False,0.4008994539030533,-1.0,-1.0,-1.0,-1.0,-1.0,1.0485062640540077,1,-1.0,1.0,1.0,-1.0,-1,EURUSD
3,Thu,-1.0,True,1.608859007316607,-1.0,-1.0,-1.0,-1.0,1.0,0.346450464702347,0,1.0,1.0,1.0,-1.0,0,EURUSD
9,Thu,1.0,False,0.5483000539665899,1.0,-1.0,-1.0,-1.0,1.0,0.496492174851589,1,1.0,1.0,1.0,-1.0,0,EURUSD
3,Tue,1.0,False,0.3434704830053299,-1.0,-1.0,-1.0,-1.0,1.0,0.10304114490171337,0,1.0,1.0,1.0,-1.0,0,EURUSD
9,Tue,-1.0,False,0.9912045889101018,1.0,-1.0,-1.0,1.0,1.0,0.045889101338528755,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Wed,1.0,True,0.8381839348079966,1.0,-1.0,-1.0,-1.0,1.0,0.3282887077997534,1,1.0,1.0,1.0,-1.0,0,EURUSD
9,Wed,-1.0,False,0.04782237403914224,1.0,0.0,-1.0,-1.0,1.0,0.0,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Thu,-1.0,True,1.0967311541028382,-1.0,-1.0,-1.0,1.0,1.0,0.27218145430288115,0,1.0,1.0,1.0,0.0,0,EURUSD
9,Thu,-1.0,True,1.5930271538720262,1.0,1.0,1.0,-1.0,1.0,0.5390546429770097,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Tue,-1.0,True,2.627270525550996,-1.0,-1.0,-1.0,-1.0,-1.0,0.552191813998544,0,1.0,1.0,1.0,-1.0,0,EURUSD
9,Tue,-1.0,True,0.8555240793201657,1.0,-1.0,-1.0,-1.0,-1.0,1.937677053824312,0,1.0,1.0,1.0,-1.0,0,EURUSD
3,Wed,1.0,False,0.3539486203616006,1.0,-1.0,-1.0,1.0,-1.0,0.06279733587063109,0,0.0,1.0,1.0,0.0,0,EURUSD
9,Wed,-1.0,True,3.977259806708435,-1.0,-1.0,-1.0,-1.0,-1.0,0.5798749289367675,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Thu,1.0,True,1.03938859494406,1.0,1.0,1.0,1.0,-1.0,0.04232804232811047,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Thu,-1.0,True,0.9318614389037031,-1.0,1.0,1.0,1.0,-1.0,0.401979444232958,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Tue,1.0,False,0.19230769230767156,-1.0,-1.0,-1.0,-1.0,-1.0,0.6538461538461687,1,1.0,1.0,1.0,-1.0,-1,EURUSD
9,Tue,-1.0,False,0.13392857142855716,-1.0,-1.0,-1.0,-1.0,-1.0,0.3281250000000691,1,1.0,1.0,1.0,-1.0,0,EURUSD
3,Wed,1.0,False,0.014687882497036028,1.0,-1.0,-1.0,1.0,1.0,0.30844553243579975,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,1.0,True,1.5244299674265984,1.0,-1.0,1.0,1.0,1.0,0.2345276872963864,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Thu,1.0,False,0.047767984077348336,1.0,1.0,1.0,1.0,1.0,0.23883992038674165,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Thu,1.0,False,0.4375165125495862,-1.0,-1.0,-1.0,-1.0,1.0,1.6295904887714348,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Tue,-1.0,False,0.33748801534035844,1.0,-1.0,-1.0,1.0,-1.0,1.0508149568552883,-1,-1.0,1.0,1.0,0.0,0,EURUSD
9,Tue,1.0,True,3.0548464987925854,1.0,-1.0,-1.0,-1.0,-1.0,0.41393583994493627,1,-1.0,1.0,1.0,-1.0,0,EURUSD
3,Wed,1.0,True,0.8186946011281827,1.0,-1.0,-1.0,1.0,1.0,0.32232070910552174,0,-1.0,1.0,-1.0,0.0,0,EURUSD
9,Wed,-1.0,True,1.2321839080460177,-1.0,1.0,-1.0,1.0,1.0,0.14099616858234626,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Thu,-1.0,True,1.485928705440858,-1.0,-1.0,-1.0,-1.0,1.0,0.20712945591010382,1,-1.0,1.0,1.0,-1.0,0,EURUSD
9,Thu,-1.0,True,2.1245901639345632,-1.0,-1.0,1.0,-1.0,1.0,0.6295081967213592,0,1.0,1.0,-1.0,-1.0,0,EURUSD
3,Tue,1.0,True,1.5395923822251516,1.0,-1.0,1.0,-1.0,-1.0,0.43301035750082945,0,1.0,-1.0,1.0,-1.0,0,EURUSD
9,Tue,-1.0,True,0.8372093023256132,-1.0,-1.0,1.0,1.0,-1.0,0.25444596443231565,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Wed,-1.0,False,0.531435349940582,1.0,1.0,1.0,-1.0,-1.0,0.44602609727161635,0,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,1.0,True,2.7517730496453163,1.0,-1.0,-1.0,1.0,-1.0,0.49172576832157705,0,1.0,-1.0,-1.0,0.0,0,EURUSD
3,Thu,-1.0,True,1.6592178770948638,1.0,1.0,1.0,-1.0,1.0,0.31005586592177214,0,1.0,-1.0,-1.0,0.0,0,EURUSD
9,Thu,1.0,False,0.48264677262411243,-1.0,-1.0,-1.0,1.0,1.0,0.6928316574765205,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Tue,-1.0,True,1.1224541111390371,-1.0,1.0,1.0,1.0,-1.0,0.567261755091744,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Tue,-1.0,True,0.4372810091100202,-1.0,1.0,1.0,1.0,-1.0,0.4933426769446318,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
3,Wed,1.0,False,0.05637110980612279,-1.0,1.0,-1.0,-1.0,1.0,0.44392248972409704,0,1.0,1.0,1.0,0.0,0,EURUSD
9,Wed,1.0,False,0.015424164524350938,1.0,1.0,-1.0,-1.0,1.0,0.5167095115680682,1,1.0,1.0,1.0,0.0,0,EURUSD
3,Thu,1.0,True,0.4560943643512665,1.0,-1.0,-1.0,1.0,-1.0,0.18872870249018528,1,-1.0,1.0,1.0,0.0,0,EURUSD
9,Thu,1.0,False,0.230769230769331,1.0,-1.0,1.0,1.0,-1.0,0.3899204244030904,0,-1.0,-1.0,-1.0,0.0,0,EURUSD
3,Tue,1.0,True,0.8832487309643966,-1.0,1.0,-1.0,-1.0,1.0,0.11167512690360917,1,1.0,1.0,1.0,0.0,0,EURUSD
9,Tue,-1.0,True,2.3600000000000394,1.0,1.0,1.0,-1.0,1.0,1.176000000000082,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Wed,1.0,False,0.1777777777777573,1.0,-1.0,1.0,-1.0,-1.0,0.09481481481477758,0,1.0,-1.0,1.0,-1.0,0,EURUSD
9,Wed,-1.0,False,0.22895622895623147,-1.0,1.0,-1.0,1.0,-1.0,0.5656565656565279,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Thu,-1.0,False,0.2573099415204201,-1.0,1.0,1.0,-1.0,1.0,0.2729044834308535,1,1.0,-1.0,1.0,0.0,0,EURUSD
9,Thu,1.0,False,0.2355415352261234,1.0,-1.0,-1.0,1.0,1.0,0.824395373291245,1,1.0,1.0,1.0,0.0,0,EURUSD
3,Tue,-1.0,True,1.2447041636232687,-1.0,1.0,1.0,1.0,1.0,0.5259313367420946,-1,-1.0,-1.0,-1.0,1.0,1,EURUSD
9,Tue,-1.0,False,0.39779005524863026,-1.0,-1.0,-1.0,-1.0,1.0,0.9515762105947422,1,1.0,1.0,1.0,-1.0,-1,EURUSD
3,Wed,-1.0,False,0.8141923436041181,-1.0,-1.0,1.0,1.0,-1.0,0.4780578898225664,-1,-1.0,-1.0,-1.0,0.0,0,EURUSD
9,Wed,-1.0,False,0.3149221849251773,1.0,1.0,-1.0,-1.0,-1.0,0.32956972841016763,0,1.0,1.0,-1.0,0.0,0,EURUSD
3,Thu,1.0,False,0.05904059040579864,1.0,-1.0,-1.0,1.0,-1.0,0.6863468634686998,1,1.0,1.0,1.0,0.0,-1,EURUSD
9,Thu,1.0,True,2.6992454186128803,1.0,1.0,-1.0,-1.0,-1.0,0.06899029823937904,0,1.0,1.0,1.0,0.0,0,EURUSD
3,Tue,1.0,True,0.82758620689651,1.0,1.0,-1.0,1.0,1.0,0.13641530882918604,0,-1.0,-1.0,-1.0,1.0,0,EURUSD
9,Tue,-1.0,False,0.8489314664700308,1.0,1.0,1.0,1.0,1.0,0.5128960943257459,-1,-1.0,-1.0,-1.0,1.0,0,EURUSD
3,Wed,-1.0,False,0.15076278791508027,-1.0,1.0,1.0,-1.0,1.0,0.30152557583016054,0,1.0,-1.0,1.0,0.0,0,EURUSD
